Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5397242e+08
33.228497,2.5462565e+08
100,2.5630662e+08
180,2.5804211e+08
300,2.5974525e+08
358.64984,2.5999955e+08
360,2.5999997e+08, 2.6003214e+08
418.08374,2.5325077e+08
485.4471,2.3405312e+08
540,2.1655176e+08
600,2.0515005e+08
720,2.219388e+08
900,2.204391e+08
971.92377,2.1600902e+08
1000,2.1464717e+08
1080,2.109391e+08
1260,2.0214925e+08
1440,1.9315099e+08
1620,1.8404566e+08
1800,1.7481907e+08
1948.3269,1.6713462e+08
1948.3289,1.6713453e+08
1948.3479,1.671334e+08, 1.6713328e+08, 1.6713328e+08
1948.3645,1.6713267e+08
1980,1.6548435e+08
2160,1.5608226e+08
2322.0935,1.4758429e+08
2340,1.4664077e+08
2520,1.3723318e+08
2700,127800264
2880,1.1845507e+08
3060,109063576
3111.217,1.0638261e+08
3240,97366376
3420,84386744
3600,71019784
3632.1443,6.775236e+07
3780,61500916
3960,61966748
4140,62036364
4320,6.209225e+07
4500,62146776
4680,6.220199e+07
4860,62257324
5040,62311916
5220,6.236513e+07
5400,62417228
5580,62467404
5760,62515628
5940,62562064
6120,62605804
6300,6.264728e+07
6480,62686424
6660,6.272317e+07
6840,6.275755e+07
7020,62789704
7049.4004,6.279474e+07
7200,62819348
7380,6.284033e+07
7560,6.285938e+07
7740,6.287669e+07
7920,62892264
8100,6.290646e+07
8280,62919216
8460,6.29305e+07
8640,6.294032e+07
8820,62949104
9000,6.295672e+07
9180,6.296309e+07
9360,6.296821e+07
9540,62972756
9720,62976668
9900,62979724
10080,62981924
10260,62983276
10440,6.298377e+07
10620,6.298341e+07
10800,62982196
10980,62973356
11160,62963824
11340,6.295341e+07
11520,62942944
11700,62931148
11880,62919216
12060,62907284
12240,6.289535e+07
12420,62882468
12600,6.286936e+07
12780,6.285625e+07
12960,6.284314e+07
13140,62828964
13320,6.281435e+07
13500,6.279974e+07
13680,62785132
13860,6.277052e+07
14040,6.275591e+07
14220,6.27413e+07
14400,62726692
14580,62637652
14760,62548376
14940,6.24588e+07
15120,6.236921e+07
15300,62279164
15480,6.218907e+07
15660,6.209898e+07
