Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5399014e+08
33.228497,2.5468451e+08
100,2.5648378e+08
180,2.58361e+08
300,2.602767e+08
358.64984,2.606349e+08
360,2.606377e+08, 2.6066987e+08
418.08374,2.539914e+08
485.4471,2.3491309e+08
540,2.1750835e+08
600,2.0621294e+08
720,2.2321426e+08
900,2.2203344e+08
971.92377,2.1773077e+08
1000,2.1641866e+08
1080,2.128523e+08
1260,2.0438133e+08
1440,1.9570194e+08
1620,1.8691547e+08
1800,1.7800774e+08
1948.3269,1.7058605e+08
1948.3289,1.7058595e+08
1948.3479,1.7058488e+08, 1.7058475e+08, 1.7058475e+08
1948.3645,1.7058416e+08
1980,1.6899189e+08
2160,1.5990866e+08
2322.0935,1.5169784e+08
2340,1.5078603e+08
2520,1.4169731e+08
2700,1.3258326e+08
2880,1.2355694e+08
3060,1.1448431e+08
3111.217,1.1189408e+08
3240,103105976
3420,9.044522e+07
3600,7.739712e+07
3632.1443,7.413263e+07
3780,6.789469e+07
3960,6.837696e+07
4140,68463016
4320,68535336
4500,6.86063e+07
4680,6.867795e+07
4860,6.874972e+07
5040,6.882075e+07
5220,6.88904e+07
5400,6.895894e+07
5580,6.902555e+07
5760,69090216
5940,6.915309e+07
6120,6.921326e+07
6300,69271176
6480,6.932677e+07
6660,69379944
6840,6.943077e+07
7020,6.947935e+07
7049.4004,6.948708e+07
7200,6.952544e+07
7380,6.956056e+07
7560,6.959376e+07
7740,6.962522e+07
7920,69654936
8100,6.968328e+07
8280,6.971018e+07
8460,6.973561e+07
8640,6.975957e+07
8820,69782504
9000,69804264
9180,69824776
9360,6.984404e+07
9540,6.986274e+07
9720,6.988079e+07
9900,6.989799e+07
10080,6.991434e+07
10260,6.992983e+07
10440,6.994447e+07
10620,6.995826e+07
10800,6.997119e+07
10980,6.997705e+07
11160,69982216
11340,6.998649e+07
11520,6.999073e+07
11700,69993624
11880,6.999639e+07
12060,6.999915e+07
12240,7.000192e+07
12420,7.000373e+07
12600,7.000532e+07
12780,7.000691e+07
