Hour,Net_Grid,Electric_Demand,PV_Production
543,35.664116938011915,72.4883388783603,0.5800525011682343
544,36.323859736873096,72.64771947374619,0.0
545,36.92379623532346,73.84759247064692,0.0
546,40.08646313973696,80.17292627947393,0.0
547,61.490877854004026,122.98175570800805,0.0
548,70.37457632485953,140.74915264971906,0.0
549,54.58500618232385,109.1700123646477,0.0
550,47.57895228188452,95.15790456376904,0.0
551,43.08496877781965,86.1699375556393,0.0
552,7.7249021169032295,15.449804233806459,0.0
553,18.430576184884682,36.861152369769364,0.0
554,22.605907464419058,45.211814928838116,0.0
555,24.598288177329728,49.196576354659456,0.0
556,25.723466863219638,51.446933726439276,0.0
557,28.4161164797312,56.8322329594624,0.0
558,32.171388967366056,64.34277793473211,0.0
559,44.77476723593933,89.54953447187866,0.0
560,83.1646475647895,169.9587760893854,1.8147404799031872
561,51.60563050991138,109.65158639169604,3.2201626859366463
562,45.94505442568697,100.92791744726921,4.5189042979476355
563,42.11971634894179,94.17111343980126,4.965840370958839
564,38.25515720988487,87.11482266486149,5.302254122545872
565,51.411283837087424,112.25392809546847,4.71568021064681
566,44.25374471852865,95.498116234046,3.495313398494343
567,36.10828241524237,75.91510931308189,1.849272241298568
568,38.366395682613266,76.73279136522653,0.0
569,39.181790953616456,78.36358190723291,0.0
570,41.316620348019306,82.63324069603861,0.0
571,60.34440588228294,120.68881176456588,0.0
572,69.52247606993961,139.04495213987923,0.0
573,54.499791775773645,108.99958355154729,0.0
574,47.92441732324655,95.8488346464931,0.0
575,42.904068128879295,85.80813625775859,0.0
576,7.4461014431993515,14.892202886398703,0.0
577,17.550714253384573,35.101428506769146,0.0
578,21.089164630812114,42.17832926162423,0.0
579,23.40388509163594,46.80777018327188,0.0
580,24.88048939828765,49.7609787965753,0.0
581,26.612433788547023,53.224867577094045,0.0
582,29.921383309914155,59.84276661982831,0.0
583,79.80363257888112,159.60726515776224,0.0
584,68.85555243971277,139.16828938477542,0.7285922526749489
585,16.348133209466486,39.17908079969199,3.2414071903795088
586,27.416858526684003,63.34206982320218,4.2541763849170895
587,22.568287034233276,55.14697606765923,5.00520099959634
588,22.64829620885911,53.73146855433972,4.217438068310748
589,42.1036532074847,90.77665190587238,3.2846727454514966
590,36.18172948705362,77.20054091308177,2.4185409694872613
591,17.660111672327137,38.79446802285366,1.737122339099692
592,19.420944980405206,38.84188996081041,0.0
593,19.422637078614198,38.845274157228395,0.0
594,24.487342199505395,48.97468439901079,0.0
595,42.11777007499352,84.23554014998705,0.0
596,88.52335544966705,177.0467108993341,0.0
597,59.523891278844516,119.04778255768903,0.0
598,51.86167433772606,103.72334867545212,0.0
599,44.098823797790345,88.19764759558069,0.0
600,8.274845498203685,16.54969099640737,0.0
601,16.24559203048016,32.49118406096032,0.0
602,19.645092295952992,39.290184591905984,0.0
603,21.400104235504404,42.80020847100881,0.0
604,22.926248232626133,45.852496465252266,0.0
605,24.555956740342683,49.11191348068537,0.0
606,28.318911425830308,56.637822851660616,0.0
607,79.93002866954073,159.86005733908146,0.0
608,68.88181779423935,139.40850488210998,0.8224346468156353
609,16.559011894507172,36.28222333577925,1.582099773382451
610,28.1246369827797,61.414989752112405,2.5828578932765036
611,24.034203419659022,54.213352507179124,3.072472833930539
612,22.38802300986472,49.70321074296292,2.463582361616742
613,44.05590240864557,93.40919294112888,2.6486940619188655
614,37.40745442200342,80.78647010440581,2.985780630199486
615,22.72190058034633,49.54236808940035,2.049283464353846
616,24.815638707376703,49.631277414753406,0.0
617,24.608809127208392,49.217618254416784,0.0
618,29.174443155989614,58.34888631197923,0.0
619,47.29411799030179,94.58823598060359,0.0
620,93.77285265185743,187.54570530371487,0.0
621,63.190179500960625,126.38035900192125,0.0
622,54.54122547903998,109.08245095807996,0.0
623,46.488077513195705,92.97615502639141,0.0
624,9.107489585272607,18.214979170545213,0.0
625,17.98765428423699,35.97530856847398,0.0
626,21.139482292414716,42.27896458482943,0.0
627,22.925185195689053,45.85037039137811,0.0
628,24.088272596403904,48.17654519280781,0.0
629,25.640617061458837,51.281234122917674,0.0
630,29.50800520440962,59.01601040881924,0.0
631,79.40431235968336,158.80862471936672,0.0
632,68.72166213680623,138.76398768012012,0.6603317032538356
633,13.032344684864308,27.71830576505081,0.8268081976610984
634,22.999614581910272,47.78557360802483,0.8931722221021429
635,23.799631361545757,49.72584282237609,1.063290049642287
636,18.987517256827577,39.568853823160815,0.7969096547528324
637,32.84501631078634,67.13249234841814,0.7212298634227289
638,26.602616154171045,54.587902901591455,0.6913352966246817
639,18.051184575498276,36.757959772136225,0.3277953105698356
640,19.24217722705733,38.48435445411466,0.0
641,21.570256088245024,43.14051217649005,0.0
642,26.000070148850316,52.00014029770063,0.0
643,48.59905762620222,97.19811525240443,0.0
644,95.71586636456294,191.43173272912588,0.0
645,65.41783235728442,130.83566471456885,0.0
646,55.58122650794318,111.16245301588636,0.0
647,48.528847371936614,97.05769474387323,0.0
648,10.187195456196173,20.374390912392347,0.0
649,21.240506512748162,42.481013025496324,0.0
650,24.26770410420081,48.53540820840162,0.0
651,25.555446042717193,51.110892085434386,0.0
652,27.777593049721368,55.555186099442736,0.0
653,29.011926998574072,58.023853997148144,0.0
654,32.97009675581392,65.94019351162784,0.0
655,82.14421490427148,164.31460306564753,0.013086628552286105
656,70.33471201450264,145.42349587867446,2.3770359248345914
657,13.344401382520777,34.69025466830725,4.000725951632846
658,22.76006591742666,55.97718244712226,5.228525306134468
659,23.82675279519815,59.40405179444144,5.875273102022573
660,23.773201164887446,59.15053554775096,5.802066608988033
661,36.21574642472783,82.55010498785998,5.05930606920216
662,26.566361991694066,60.67303790603098,3.770156961321423
663,16.17609204689643,36.5433658754412,2.09559089082417
664,18.132152871779205,36.26430574355841,0.0
665,19.134140917115168,38.268281834230336,0.0
666,25.077442826511064,50.15488565302213,0.0
667,46.94670366649873,93.89340733299746,0.0
668,94.01292628252124,188.02585256504247,0.0
669,64.40997691171349,128.81995382342697,0.0
670,54.88347540252975,109.7669508050595,0.0
671,47.65248578424575,95.3049715684915,0.0
672,9.587092144697253,19.174184289394507,0.0
673,20.038634839774982,40.077269679549964,0.0
674,23.072860719760104,46.14572143952021,0.0
675,24.996427027480546,49.99285405496109,0.0
676,26.86937006981092,53.73874013962184,0.0
677,28.643626504614012,57.287253009228024,0.0
678,31.943105383107564,63.88621076621513,0.0
679,80.37202651519435,160.78416528336828,0.02005612648979272
680,68.03068187043326,140.98123144280254,2.459933850968021
681,11.497044089347277,31.079979172732532,4.042945497018989
682,20.09916658739198,50.60783948102132,5.20475315311868
683,17.18307178445534,46.14006152478496,5.88695897793714
684,13.363322517708589,38.401547830397654,5.837451397490238
685,26.068113013322908,62.30419479034935,5.083984381851765
686,17.93138370977661,43.398809224929906,3.7680209026883404
687,9.781882910878018,23.534893174564623,1.985563676404293
688,11.87852118838362,23.75704237676724,0.0
689,14.184722464536678,28.369444929073357,0.0
690,18.32402294608888,36.64804589217776,0.0
691,40.240482425884466,80.48096485176893,0.0
692,87.52677556199106,175.05355112398212,0.0
693,58.585772948017286,117.17154589603457,0.0
694,49.994911547293725,99.98982309458745,0.0
695,43.69330915172687,87.38661830345374,0.0
696,8.043226704703635,16.08645340940727,0.0
697,17.499637639069626,34.99927527813925,0.0
698,20.76650028697829,41.53300057395658,0.0
699,23.132966642682874,46.26593328536575,0.0
700,24.877006340556374,49.75401268111275,0.0
701,26.99522607866612,53.99045215733224,0.0
702,30.58690010035569,61.17380020071138,0.0
703,43.80111773339008,87.70614872379124,0.05195662850553988
704,82.5103037816687,168.20493936316555,1.5921658999140729
705,49.89249682247819,107.49229023977833,3.853648297410973
706,43.76524998914731,98.10197979790598,5.285739909805681
707,36.38799155328063,84.61371305308036,5.918864973259556
708,30.033137497822054,71.71867176489467,5.826198384625279
709,39.98729194474514,90.20729099975095,5.116353555130341
710,29.2855002304474,66.27380064439562,3.8514000917504085
711,19.567119043632445,43.755976641556664,2.310869277145885
712,21.099963372654578,42.199926745309156,0.0
713,24.73214094024765,49.4642818804953,0.0
714,30.996971678438328,61.993943356876656,0.0
715,52.421802991912145,104.84360598382429,0.0
716,62.98493981002048,125.96987962004096,0.0
717,48.0407777278167,96.0815554556334,0.0
718,41.86459938004262,83.72919876008524,0.0
719,37.43532061756099,74.87064123512198,0.0
720,7.677277217964646,15.354554435929291,0.0
721,11.869258280118958,23.738516560237915,0.0
722,17.439524760424167,34.87904952084833,0.0
723,20.000634533309995,40.00126906661999,0.0
724,22.28164269387505,44.5632853877501,0.0
725,24.472267136703437,48.94453427340687,0.0
726,28.289216558951946,56.57843311790389,0.0
727,41.80493985596422,83.71517702545073,0.0526486567611445
728,80.3975862449957,165.9982254041407,2.601526457074659
729,48.96605679096564,106.34852339388186,4.208204905975293
730,42.94056394781652,96.64497115708384,5.381921630725401
731,39.59605367400835,91.18191467264597,5.994903662314632
732,38.14506579060328,88.03692316199363,5.873395790393532
733,52.48583869496028,115.21143175547051,5.11987718277498
734,45.43406214603622,98.6543636057795,3.893119656853528
735,38.95356668155668,82.6094643554214,2.3511654961540205
736,40.67734236123371,81.35488949738202,0.00010238745729643716
737,40.987198772644085,81.97439754528817,0.0
738,41.983635911807276,83.96727182361455,0.0
739,61.779589051599636,123.55917810319927,0.0
740,70.9883003827371,141.9766007654742,0.0
741,55.236940544914034,110.47388108982807,0.0
742,48.17418648675748,96.34837297351496,0.0
743,42.81985717935652,85.63971435871304,0.0
744,7.81008920366444,15.62017840732888,0.0
745,17.734632302775037,35.46926460555007,0.0
746,21.58146483240064,43.16292966480128,0.0
747,23.951273675509285,47.90254735101857,0.0
748,25.63510139595042,51.27020279190084,0.0
749,27.809905065032392,55.619810130064785,0.0
750,32.132184705204104,64.26436941040821,0.0
751,83.30266830168833,166.7529387247086,0.07380106066597192
752,70.78571763561222,146.78263688266625,2.6056008057209135
753,17.981523795149094,44.329477755373404,4.183215082537607
754,29.70060940689317,70.05232856148302,5.325554873848339
755,25.18748492659087,62.236829950658546,5.930930048738402
756,21.13282586167347,53.98622705092815,5.860287663790604
757,40.70429977171143,91.72913665592598,5.160268556251557
758,35.45236231196228,78.70123902694053,3.898257201507978
759,18.66889358340177,41.958077587707955,2.310145210452208
760,19.02512622168812,38.05353325523168,0.0016404059277208337
761,18.611507927765437,37.223015855530875,0.0
762,23.645796163600817,47.291592327201634,0.0
763,44.32220234750293,88.64440469500586,0.0
764,93.32146205708668,186.64292411417335,0.0
765,64.5914888809537,129.1829777619074,0.0
766,56.73653195170619,113.47306390341238,0.0
767,48.94083027428159,97.88166054856318,0.0
768,11.183234847957978,22.366469695915956,0.0
769,21.30953842754867,42.61907685509734,0.0
770,23.9989727098698,47.9979454197396,0.0
771,26.00163396385279,52.00326792770558,0.0
772,27.884901190104813,55.769802380209626,0.0
773,30.571724240882755,61.14344848176551,0.0
774,35.23641930932299,70.47283861864598,0.0
775,87.24729614362487,174.6783869941169,0.09189735343358431
776,74.55665917200196,154.43514372485072,2.6609126904234013
777,20.360740153530767,49.163758707543,4.221139200240736
778,32.46066194249723,75.75832850818178,5.418502311593657
779,26.332281109621295,64.75568504770648,6.045561414231945
780,20.26136174681812,52.40879114792398,5.943033827143869
781,40.98667379702746,92.48707263060616,5.256862518275622
782,35.75068429626105,79.43957176711345,3.969101587295674
783,18.17502349701884,41.06790930596554,2.3589311559639303
784,18.393445550998877,36.813893497676105,0.013501197839175357
785,17.982439822021863,35.96487964404373,0.0
786,23.452196467404608,46.904392934809216,0.0
787,42.794475928572965,85.58895185714593,0.0
788,91.0611550714637,182.1223101429274,0.0
789,62.236855411448616,124.47371082289723,0.0
790,54.245694058096184,108.49138811619237,0.0
791,46.15829914103535,92.3165982820707,0.0
792,10.048317891003329,20.096635782006658,0.0
793,18.21999729239516,36.43999458479032,0.0
794,21.828325994326597,43.656651988653195,0.0
795,24.08683485193226,48.17366970386452,0.0
796,25.78132596059862,51.56265192119724,0.0
797,27.856973808036443,55.713947616072886,0.0
798,31.385663166223047,62.771326332446094,0.0
799,80.72441941600057,161.54262190448026,0.046891536239559474
800,67.99917985959458,141.27130285567188,2.636471568241356
801,11.164214619627685,30.83509064538629,4.253330703065461
802,20.371366083775378,51.37076851238845,5.314018172418846
803,17.22705601923141,46.49756491049018,6.021726436013683
804,13.092942496746177,37.98485188992582,5.899483448216733
805,25.820802413561005,62.02446386535612,5.191429519117053
806,18.783824580120594,44.68239633875106,3.5573735892549356
807,10.19450594612609,23.5645312759842,1.5877596918660102
808,11.493759030986181,23.020714533566846,0.01659823579724086
809,13.969566763581176,27.93913352716235,0.0
810,19.16538036573931,38.33076073147862,0.0
811,40.96219074423558,81.92438148847116,0.0
812,87.98273233437848,175.96546466875697,0.0
813,58.908724592085385,117.81744918417077,0.0
814,49.58775713932715,99.1755142786543,0.0
815,43.164050230848716,86.32810046169743,0.0
816,8.209900527734455,16.41980105546891,0.0
817,16.79704261355477,33.59408522710954,0.0
818,20.70661103067049,41.41322206134098,0.0
819,22.987380162972602,45.974760325945205,0.0
820,25.190162184923228,50.380324369846456,0.0
821,27.01804877024038,54.03609754048076,0.0
822,31.25288012495967,62.50576024991934,0.0
823,81.57445581573869,163.65106445136774,0.25107640994518116
824,68.57722691549537,142.38645675080048,2.61600145990487
825,10.980404889916175,30.368086862602357,4.203638541385004
826,20.20592671451996,51.126298341635156,5.357222456297618
827,18.720275744002116,49.44185265756752,6.000650584781646
828,16.26719376888466,44.40728815418631,5.936450308208498
829,27.059840375731806,64.63008773905021,5.2552034937932985
