Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000004,33.65881726799453,97423436.05541947
2,1.0,0.6000000000000004,33.998387960648024,98375732.21213621
3,1.0,0.6000000000000004,34.790063991343246,100741310.67604764
4,1.0,0.6000000000000004,35.615192035955765,103437056.44986907
5,1.0,0.6000000000000004,37.970913190295335,104795647.89294414
6,1.0,0.6000000000000004,46.876159903542444,113973613.4157417
7,0.9994751358356896,0.9148741205696119,80.56813430971987,130104911.58581226
8,0.9963976930018531,0.9653696715555101,87.76289007366572,128756679.54434898
9,1.0,0.6052750709746495,48.74451038344361,130003100.22252345
10,1.0,0.624383904324477,42.35506647484594,126558196.43720454
11,1.0,0.6079436677202463,29.56168990104447,123480453.90977241
12,1.0,0.6012983387319007,24.587086836756992,113772748.28045237
13,0.9948076581889826,0.7317087580497577,68.4951652549507,104146397.44826752
14,0.9969043389509396,0.6805971537659156,56.48454953851143,89875084.36492519
15,1.0,0.6016255754143403,31.265379131055127,79432477.79459947
16,1.0,0.6000000000000004,35.758999589045125,73110550.45763637
17,1.0,0.6000000000000004,37.1925710165619,71742381.5694761
18,1.0,0.6002921252662609,43.165957736964074,84662732.34661962
19,0.9927435434026353,0.9907662036497648,90.33198555867415,104008021.8708827
20,0.9361797728561034,1.0,112.26014291319079,109016767.21186619
21,0.9998695527651038,0.7830897674367113,72.45511959653852,105671037.77020483
22,1.0,0.6071449731757289,58.17405454039513,104214005.75160035
23,1.0,0.6000000000000004,44.286620695016175,103096306.69183862
24,1.0,0.6000000000000004,38.236693886046716,102354705.38301118
