Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000006,22.044202632101605,14982978.769983519
2,1.0,0.6000000000000006,21.708184302246515,14700907.766310384
3,1.0,0.6000000000000006,21.672443866824672,15448044.627169032
4,1.0,0.6000000000000006,21.83207962204363,17073205.431736585
5,1.0,0.6000000000000006,23.06484195997561,17734932.897094995
6,1.0,0.6000000000000006,29.140066887337905,26072967.529567715
7,1.0,0.618800013459896,48.3970583447362,41697866.31842926
8,1.0,0.6304793105672492,55.00002527562121,40299606.94035434
9,1.0,0.6000000000000006,18.325599924311987,40251562.617914796
10,1.0,0.6000000000000006,21.217533428401737,36595549.08591734
11,1.0,0.6000000000000006,15.078136466375579,32537746.271742135
12,1.0,0.6000000000000006,14.287165084792232,28600034.261801377
13,1.0,0.6279795097093247,51.44982502475266,28910075.222347207
14,1.0,0.6012149025902395,36.2827821670005,24327733.771917578
15,1.0,0.6000000000000006,16.322557230374866,16968846.059032828
16,1.0,0.6000000000000006,19.419405702030907,14492662.25851897
17,1.0,0.6000000000000006,25.426381419513284,13765180.44977433
18,1.0,0.6000000000000006,35.7174283168729,20919926.41845605
19,1.0,0.8880525452840611,78.04241425430777,29861506.353150353
20,0.9866531004045598,1.0,94.97514237207457,32004990.81122659
21,1.0,0.6013566970016818,55.630874777812174,26664445.316251103
22,1.0,0.6000000000000006,41.97314915031188,23642030.694591276
23,1.0,0.6000000000000006,32.792199616641604,21457663.28657994
24,1.0,0.6000000000000006,29.22872117434445,19282792.21292504
