Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.600000000000001,22.04597724406678,5816687.957610675
2,1.0,0.600000000000001,21.591041444372802,5099696.810379799
3,1.0,0.600000000000001,21.442622766231736,5353599.831715599
4,1.0,0.600000000000001,21.504793336704044,6275957.240152235
5,1.0,0.600000000000001,22.124760670474977,6588858.921711682
6,1.0,0.600000000000001,20.757725567175843,14430798.614486463
7,1.0,0.600000000000001,22.342363884757354,29453363.912243556
8,1.0,0.600000000000001,20.293783429250908,27428764.151915435
9,1.0,0.600000000000001,-28.911424839023915,26791556.700504147
10,1.0,0.600000000000001,-36.28623078537636,22494647.564198017
11,1.0,0.600000000000001,-49.24188473862431,19636954.657089636
12,1.0,0.600000000000001,-52.236152507637996,19112212.955671836
13,1.0,0.600000000000001,-11.049771859072404,21978837.592613086
14,1.0,0.600000000000001,-21.123876030238428,18778682.045552917
15,1.0,0.600000000000001,-30.283581424954967,12743521.428220268
16,1.0,0.600000000000001,-14.965675234510476,11186267.684594389
17,1.0,0.600000000000001,3.584478879203516,10764876.60813889
18,1.0,0.600000000000001,24.984296080172868,17496207.802577112
19,1.0,0.8267900514845672,74.86693117908817,24490670.583872024
20,0.993675228245098,0.9987155399326422,92.19452388288742,25147116.90533192
21,1.0,0.600000000000001,52.6226407150724,18991942.600794297
22,1.0,0.600000000000001,39.372587010096844,15201505.5147774
23,1.0,0.600000000000001,32.44290351700292,12244183.951306364
24,1.0,0.600000000000001,30.78518148751082,9508996.330589533
