Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.600000000000001,22.776669606853478,15188746.232957572
2,1.0,0.600000000000001,22.40313343940383,14685563.379018491
3,1.0,0.600000000000001,22.317484310336205,15130850.608818976
4,1.0,0.600000000000001,22.442932891646375,16362703.903280737
5,1.0,0.600000000000001,23.652955101638856,16858595.27886234
6,1.0,0.600000000000001,28.88030022886354,24904194.527083337
7,1.0,0.6118873954922859,41.84290052254401,40315138.095875405
8,1.0,0.6051680933830136,41.36246565122511,38567367.37591336
9,1.0,0.600000000000001,-6.714723929792162,38482337.16854793
10,1.0,0.600000000000001,-15.29213297338218,34850206.432055555
11,1.0,0.600000000000001,-29.74709865601755,30630911.89111685
12,1.0,0.600000000000001,-35.13339807784458,27157522.413158584
13,1.0,0.6044943820224729,10.100201665111703,27859716.9426794
14,1.0,0.6000990133446497,0.8485756720710267,23545348.343044203
15,1.0,0.600000000000001,-12.551786734284299,16790393.704064302
16,1.0,0.600000000000001,1.4376424430864647,14591506.099088734
17,1.0,0.600000000000001,19.522693658411015,13840085.52528443
18,1.0,0.600000000000001,35.392966980553346,20895686.820359908
19,0.9999341153499353,0.9185872398097884,79.60905964621861,28301249.28670444
20,0.9833074247122421,0.9999313053811898,96.5165566526295,30765284.28492244
21,1.0,0.6030534884114026,56.104792336641964,25264091.720577348
22,1.0,0.600000000000001,42.05407918617982,22142387.308186214
23,1.0,0.600000000000001,33.21306150887687,19717983.05116701
24,1.0,0.600000000000001,30.300916362402745,17352597.10297874
