Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.539873e+08
33.228497,2.5467506e+08
100,2.5645536e+08
180,2.5830984e+08
300,2.6019144e+08
358.64984,2.6053298e+08
360,2.605354e+08, 2.6056757e+08
418.08374,2.5387258e+08
485.4471,2.3477514e+08
540,2.173549e+08
600,2.0604242e+08
720,2.2300965e+08
900,2.2177766e+08
971.92377,2.1745456e+08
1000,2.1613446e+08
1080,2.1254538e+08
1260,2.0402325e+08
1440,1.952927e+08
1620,1.8645509e+08
1800,1.7749621e+08
1948.3269,1.7003235e+08
1948.3289,1.7003226e+08
1948.3479,1.7003118e+08, 1.7003106e+08, 1.7003106e+08
1948.3645,1.7003046e+08
1980,1.684292e+08
2160,1.592948e+08
2322.0935,1.5103794e+08
2340,1.5012102e+08
2520,1.4098115e+08
2700,1.3181596e+08
2880,1.2273849e+08
3060,113614696
3111.217,1.110099e+08
3240,1.0218521e+08
3420,8.94733e+07
3600,7.637405e+07
3632.1443,7.310889e+07
3780,6.686787e+07
3960,6.73464e+07
4140,6.742871e+07
4320,6.749729e+07
4500,6.756451e+07
4680,6.763242e+07
4860,6.770045e+07
5040,67767736
5220,6.783364e+07
5400,6.789843e+07
5580,67961304
5760,6.802222e+07
5940,6.808135e+07
6120,6.813779e+07
6300,6.819196e+07
6480,6.82438e+07
6660,6.829324e+07
6840,6.834032e+07
7020,6.838516e+07
7049.4004,6.839227e+07
7200,6.84275e+07
7380,6.846185e+07
7560,6.849427e+07
7740,6.852494e+07
7920,6.855389e+07
8100,6.858145e+07
8280,6.860757e+07
8460,6.863222e+07
8640,6.865541e+07
8820,6.867756e+07
9000,6.869854e+07
9180,6.871828e+07
9360,6.873677e+07
9540,6.875468e+07
9720,6.877196e+07
9900,6.878838e+07
10080,6.880395e+07
10260,68818664
10440,6.883253e+07
10620,6.884554e+07
10800,6.885769e+07
10980,6.886461e+07
11160,6.887084e+07
11340,68876184
11520,6.888148e+07
11700,6.888545e+07
11880,6.888928e+07
12060,6.88931e+07
