Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5396491e+08
33.228497,2.5460067e+08
100,2.5623149e+08
180,2.5790688e+08
300,2.5951986e+08
358.64984,2.597301e+08
360,2.5972949e+08, 2.5976166e+08
418.08374,2.5293666e+08
485.4471,2.336884e+08
540,2.1614603e+08
600,2.0469925e+08
720,2.2139782e+08
900,2.197629e+08
971.92377,2.1527878e+08
1000,2.1389582e+08
1080,2.1012766e+08
1260,2.0120258e+08
1440,1.9206907e+08
1620,1.8282851e+08
1800,1.7346667e+08
1948.3269,1.6567077e+08
1948.3289,1.6567067e+08
1948.3479,1.6566955e+08, 1.6566942e+08, 1.6566942e+08
1948.3645,1.6566878e+08
1980,1.6399672e+08
2160,1.5445936e+08
2322.0935,1.4583962e+08
2340,1.4488264e+08
2520,1.353398e+08
2700,125771656
2880,1.1629123e+08
3060,1.0676449e+08
3111.217,1.0404504e+08
3240,9.493205e+07
3420,81817176
3600,6.831498e+07
3632.1443,6.504737e+07
3780,58795096
3960,59259916
4140,5.932852e+07
4320,59383388
4500,59436908
4680,59491108
4860,59545428
5040,59599012
5220,5.965121e+07
5400,59702296
5580,5.975146e+07
5760,59798676
5940,59844096
6120,59886824
6300,5.992729e+07
6480,5.996542e+07
6660,6.000115e+07
6840,60034524
7020,60065664
7049.4004,60070536
7200,60094296
7380,6.011755e+07
7560,60138884
7740,60158468
7920,6.017632e+07
8100,60192796
8280,60207824
8460,60221388
8640,60233484
8820,60244544
9000,6.025444e+07
9180,60263084
9360,6.027048e+07
9540,60277308
9720,60283492
9900,60288828
10080,60293308
10260,60296932
10440,60299704
10620,6.030162e+07
10800,60302684
10980,6.029871e+07
11160,60294044
11340,6.028849e+07
11520,60282892
11700,60275964
11880,60268892
12060,60261824
12240,60254756
12420,60246736
12600,60238496
12780,60230252
12960,6.022201e+07
13140,60212692
13320,60202948
13500,60193204
13680,60183456
13860,6.017371e+07
14040,6.016397e+07
14220,6.015422e+07
14400,60144476
14580,60056468
14760,59968228
14940,59879684
15120,59791124
15300,5.970211e+07
15480,59613052
15660,5.952399e+07
15840,59434932
16020,59345336
16200,59255612
16380,5.916589e+07
16560,59076164
16740,5.898644e+07
16920,58896716
17100,58806996
17115.61,58799212
17115.99,58799024
17115.992,58799024
17116.023,58798668, 58798996, 58798996
17280,58717316
17443.887,58635572
17460,58627536
17640,58537704
17820,5.844777e+07
18000,58357796
18180,57998084
18360,57638292
18540,5.72784e+07
18720,56918504
18900,56558452
19080,56198388
19260,55838324
19440,5.547826e+07
19620,55118016
19800,5.475773e+07
19980,5.439744e+07
20160,54037156
20340,53676868
20520,5.331658e+07
20700,52956292
20880,5.259601e+07
21060,5.223567e+07
21240,51875304
21420,51514936
21600,5.115457e+07
21780,4.998431e+07
21960,48814028
22140,47643708
22320,46473388
22500,4.530304e+07
22680,4.413269e+07
22860,4.296231e+07
23040,41791932
23220,4.062154e+07
23400,39451136
23580,3.828073e+07
23760,37110308
23940,35939876
24120,34769436
24300,33598988
24480,32428528
24660,3.125806e+07
24840,30087586
25020,28917104
25200,27746612
25380,27665436
25560,27584252
25740,27503056
25920,2.742186e+07
26100,27340656
26280,27259452
26460,27178234
26640,27097014
26820,27015794
27000,26934576
27180,26853348
27360,26772116
27540,26690886
27720,26609654
27900,26528414
28080,26447176
28260,26365936
28440,26284694
28620,2.620345e+07
28800,26122206
28980,27177344
29160,28232482
29340,29287614
29520,30342748
29700,31397878
29880,32453008
30060,33508138
30240,34563264
30420,3.561839e+07
30600,36673516
30780,3.772864e+07
30960,38783764
31140,3.983889e+07
31320,40894012
31500,41949132
31680,43004252
31860,44059372
32040,45114492
32220,4.616961e+07
32400,47224724
32580,4.719854e+07
32760,47172356
32940,47146172
33120,47119984
33300,4.70938e+07
33480,47067612
33660,47041424
33840,47015236
34020,4.698905e+07
34200,4.696286e+07
34380,46936668
34560,4.691048e+07
34740,46884292
34920,4.68581e+07
35100,4.683191e+07
35280,46805724
35460,46779532
35640,46753344
35820,4.672715e+07
36000,46700964
36180,4.729243e+07
36360,47883896
36540,48475364
36720,4.906683e+07
36900,49658296
37080,50249764
37260,5.084123e+07
37440,51432696
37620,52024164
37800,52615628
37980,53207096
38160,5.379856e+07
38340,54390024
38520,54981492
38700,55572956
38880,56164424
39060,5.675589e+07
39240,57347356
39420,5.793882e+07
39600,58530284
39780,58694252
39960,5.885822e+07
40140,59022188
40320,59186156
40500,59350124
40680,59514092
40860,5.967806e+07
41040,59842028
41220,60005996
41400,60169964
41580,6.033393e+07
41760,60497896
41940,60661864
42120,6.082583e+07
42300,6.09898e+07
42480,6.115377e+07
42660,61317736
42840,6.14817e+07
43020,61645668
43200,61809636
43380,60005544
43560,58201452
43740,5.639736e+07
43920,54593268
44100,52789172
44280,5.098508e+07
44460,49180988
44640,47376896
44820,45572804
45000,4.376871e+07
45180,4.196462e+07
45360,40160524
45540,3.835643e+07
45720,3.655234e+07
45900,3.474825e+07
46080,32944154
46260,31140062
46440,2.933597e+07
46620,27531876
46800,25727784
46980,25923802
47160,26119822
47340,2.631584e+07
47520,26511858
47700,26707876
47880,26903896
48060,27099914
48240,27295932
48420,27491952
48600,2.768797e+07
48780,27883988
48960,28080006
49140,28276026
49320,28472044
49500,28668062
49680,2.886408e+07
49860,29060098
50040,29256118
50220,29452136
50400,29648154
50580,3.089682e+07
50760,32145486
50940,3.339415e+07
51120,34642816
51300,3.589148e+07
51480,37140148
51660,38388812
51840,39637476
52020,40886144
52200,4.213481e+07
52380,4.338347e+07
52560,4.463214e+07
52740,45880804
52920,47129468
53100,48378136
53280,4.96268e+07
53460,50875464
53640,52124132
53820,53372796
54000,5.462146e+07
54180,5.46854e+07
54360,54749336
54540,54813276
54720,54877212
54900,5.494115e+07
55080,5.500509e+07
55260,55069024
55440,55132964
55620,5.51969e+07
55800,5.526084e+07
55980,55324776
56160,55388716
56340,55452652
56520,55516588
56700,5.558053e+07
56880,55644464
57060,55708404
57240,5.577234e+07
57420,55836276
57600,55900216
57780,5.591765e+07
57960,5.593508e+07
58140,55952508
58320,5.596994e+07
58500,55987372
58680,56004804
58860,56022236
59040,56039664
59220,56057096
59400,5.607453e+07
59580,5.609196e+07
59760,5.610939e+07
59940,5.612682e+07
60120,56144252
60300,56161684
60480,56179116
60660,56196544
60840,56213976
61020,5.623141e+07
61200,5.624884e+07
61380,5.598481e+07
61560,55720776
61740,55456744
61920,5.519271e+07
62100,5.492868e+07
62280,5.466465e+07
62460,54400616
62640,54136588
62820,53872556
63000,53608524
63180,53344492
63360,5.308046e+07
63540,52816428
63720,52552396
63900,52288364
64080,52024332
64260,5.17603e+07
64440,51496268
64620,51232236
64800,50968204
64980,49635236
65160,48303148
65340,4.697108e+07
65520,45639016
65700,4.430695e+07
65880,42974892
66060,4.164283e+07
66240,40310772
66420,3.897871e+07
66600,37646652
66780,3.631459e+07
66960,34982532
67140,33650476
67320,32318416
67500,30986356
67680,29654298
67860,2.832224e+07
68040,26990182
68220,25658126
68400,24326068
68444.51,24084352
68580,23726982
68760,23506552
68940,23284934
69120,23063198
69300,22841034
69480,2.261822e+07
69660,2.239499e+07
69840,22171276
70020,2.194691e+07
70200,21722164
70380,21497028
70560,21271238
70740,21044798
70920,20817702
71042.555,20662706
71042.61,2.066308e+07, 20662882, 20662882
71100,20589964
71280,2.036153e+07
71460,20132528
71640,1.990302e+07
71820,19672858
72000,19442056
72180,20568886
72360,20993276
72540,21400184
72720,21803408
72900,22205368
73080,2.260606e+07
73260,2.300575e+07
73440,23404512
73620,2.380249e+07
73800,24199562
73980,24595796
74160,24991194
74340,25385742
74520,25779434
74700,2.617228e+07
74880,26564278
75060,2.695545e+07
75240,27345822
75420,2.773537e+07
75600,28124096
75780,28213416
75960,28659332
76140,2.911311e+07
76320,29568634
76500,30024844
76680,3.048133e+07
76860,30937816
77040,31394302
77220,31851024
77400,32307816
77580,32764606
77760,33221398
77940,3.367842e+07
78120,34135536
78300,34592652
78480,3.504977e+07
78660,35506884
78840,3.5964e+07
79020,3.642112e+07
79200,36878236
79380,37574844
79560,38271508
79740,3.896823e+07
79920,3.966496e+07
80100,40361784
80280,41058616
80460,4.175545e+07
80640,4.245228e+07
80820,43149224
81000,43846196
81180,4.454317e+07
81360,4.524014e+07
81540,45937108
81720,4.663408e+07
81900,47331052
82080,48028024
82260,48725024
82440,4.942205e+07
82620,50119068
82800,50816092
82980,5.110846e+07
83160,51400844
83340,51693252
83520,5.198566e+07
83700,52278104
83880,52570548
84060,5.286299e+07
84240,53155436
84420,5.344792e+07
84600,53740412
84780,54032904
84960,54325396
85140,5.461789e+07
85320,5.491038e+07
85500,5.520287e+07
85680,55495364
85860,55787868
86040,56080376
86220,5.637289e+07
86400,56665396
86580,56665324
86760,56665256
86940,56665196
87120,56665136
87300,5.666509e+07
87480,5.666504e+07
87660,5.666499e+07
87840,56664944
88020,56664908
88200,56664876
88380,5.666485e+07
88560,56664816
88740,56664784
88920,5.666475e+07
89100,5.666472e+07
89280,56664692
89460,56664664
89640,56664636
89820,56664612
90000,56664588
