Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5395928e+08
33.228497,2.5458195e+08
100,2.5617515e+08
180,2.5780549e+08
300,2.5935086e+08
358.64984,2.5952805e+08
360,2.5952669e+08, 2.5955886e+08
418.08374,2.5270114e+08
485.4471,2.3341493e+08
540,2.1584184e+08
600,2.0436125e+08
720,2.2099224e+08
900,2.192559e+08
971.92377,2.1473128e+08
1000,2.1333251e+08
1080,2.0951926e+08
1260,2.0049278e+08
1440,1.9125789e+08
1620,1.8191592e+08
1800,1.7245269e+08
1948.3269,1.6457323e+08
1948.3289,1.6457314e+08
1948.3479,1.64572e+08, 1.6457187e+08, 1.6457187e+08
1948.3645,1.6457123e+08
1980,1.6288133e+08
2160,1.532426e+08
2322.0935,1.4453154e+08
2340,1.4356446e+08
2520,1.3392024e+08
2700,1.2425069e+08
2880,1.1466886e+08
3060,1.0504072e+08
3111.217,102292424
3240,9.310688e+07
3420,79890616
3600,66287016
3632.1443,6.301925e+07
3780,56766244
3960,57230176
4140,57297892
4320,57351868
4500,5.74045e+07
4680,57457812
4860,5.751124e+07
5040,57563932
5220,57615244
5400,5.766544e+07
5580,5.771371e+07
5760,5.776004e+07
5940,5.780457e+07
6120,5.784641e+07
6300,57885984
6480,57923228
6660,57958068
6840,5.799055e+07
7020,5.80208e+07
7049.4,5.802553e+07
7200,58048544
7380,58063324
7560,58075588
7740,58084664
7920,5.809358e+07
8100,58099852
8280,5.810585e+07
8460,5.810962e+07
8640,58113024
8820,5.811545e+07
9000,58116876
9180,58117456
9360,5.811719e+07
9540,5.811599e+07
9720,58113868
9900,58110844
10080,58106924
10260,58102292
10440,58096972
10620,5.809088e+07
10800,58084016
10980,58072144
11160,5.805953e+07
11340,58045964
11520,5.803235e+07
11700,5.801732e+07
11880,5.800214e+07
12060,5.798696e+07
12240,5.797178e+07
12420,57955584
12600,57939148
12780,5.792271e+07
12960,5.790628e+07
13140,5.78887e+07
13320,57870664
13500,57852624
13680,57834588
13860,5.781655e+07
14040,5.779851e+07
14220,57780476
14400,57762436
14580,5.76401e+07
14760,57517508
14940,5.739459e+07
15120,57271664
15300,5.714825e+07
15480,57024784
15660,56901324
15840,5.677786e+07
16020,5.665382e+07
16200,5.652965e+07
16380,56405476
16560,56281304
16740,56157132
16920,5.603296e+07
17100,55908788
17140.814,5.588063e+07
17141.02,55880492
17141.033,5.588048e+07
17141.215,5.588031e+07, 5.588033e+07, 5.588033e+07
17280,55784652
17460,55660416
17470.59,55653104
17640,55536136
17820,5.541176e+07
18000,55287316
18180,54936236
18360,5.458507e+07
18540,5.42338e+07
18720,5.388252e+07
18900,53531084
19080,53179628
19260,52828172
19440,52476716
19620,52125068
19800,51773376
19980,51421684
20160,51069988
20340,50718296
20520,50366604
20700,5.001491e+07
20880,4.966322e+07
21060,4.931147e+07
21240,48959696
21420,48607916
21600,4.825614e+07
21780,4.735115e+07
21960,46446136
22140,45541084
22320,44636028
22500,43730944
22680,42825852
22860,4.192072e+07
23040,41015576
