Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000009,20.79424756114389,9452594.477425579
2,1.0,0.6000000000000009,20.55514665416881,8126161.758163054
3,1.0,0.6000000000000009,20.498360345604045,9021937.653699782
4,1.0,0.6000000000000009,20.559823240613966,11374732.799080314
5,1.0,0.6000000000000009,21.711067831538884,12122376.20462276
6,1.0,0.6000000000000009,26.302534533052974,27863898.925857186
7,1.0,0.6312370316475422,39.19350630316856,57597545.98086619
8,1.0,0.7270835110021394,48.046938696488056,54279096.165754184
9,1.0,0.6000000000000009,13.69454890761781,53925729.89287254
10,1.0,0.6000000000000009,16.502906921617523,46126828.72336504
11,1.0,0.6000000000000009,8.76722146169228,38589471.18796379
12,1.0,0.6000000000000009,7.691548927674698,34958741.986078024
13,0.9992727021472436,0.7341428271746849,48.619257860703065,40030920.17146793
14,1.0,0.6323394147878488,35.71759749492607,33813828.35357848
15,1.0,0.6000000000000009,14.282654287744561,22390563.390853614
16,1.0,0.6000000000000009,18.729875326254692,19309327.200928558
17,1.0,0.6000000000000009,26.765329784544488,18383517.82731873
18,1.0,0.6039546606431736,35.145182288923266,31590382.77937123
19,0.9904892118825592,1.0,72.95388518634097,45617429.79571159
20,0.9493667700110661,1.0,87.71066794821093,47002582.52096805
21,1.0,0.7443794211211975,49.74877444167035,34796107.6588708
22,1.0,0.6026575591357849,37.393102575456474,27465517.674326163
23,1.0,0.6000000000000009,30.254024604518964,21704825.240564946
24,1.0,0.6000000000000009,28.474224778107885,16483122.132528083
