Hour,energy_imported,energy_exported,h2_exported,gas_exported
74,0.0,69.96355810526316,53.0,0.06498272729576093
75,0.0,69.58932108333333,53.0,0.43725055505093036
76,0.0,68.24166473684211,53.0,0.1482257958876514
77,0.0,63.53057863157895,53.0,0.27146253772010187
78,0.0,56.2691612631579,53.0,0.08315641394604856
79,0.0,69.55612978947369,53.0,0.6484167910403205
80,0.0,90.5017125263158,53.0,0.7876772574168324
81,0.0,94.238896,53.0,0.4995096857312764
82,0.0,99.19603421052632,53.0,0.7055667964570791
83,0.0,83.39437210526316,53.0,0.5360587462560733
84,0.0,68.68799789473684,53.0,0.7373965432673015
85,0.0,82.13709410526316,53.0,0.6599734599079571
86,0.0,86.50685715789473,53.0,0.1530152525338787
87,0.0,78.13968578947369,53.0,0.0994818509362887
88,0.0,67.92963494736843,53.0,0.9552805406064103
89,0.0,43.47318747368421,53.0,0.9578757439007963
90,0.0,14.731648684210526,53.0,0.5371669853934931
91,0.0,23.193029789473684,53.0,0.8621264970014673
92,0.0,48.38575715789474,53.0,0.5538587728142296
93,0.0,57.5456247368421,53.0,0.9335147933685869
94,0.0,61.39712789473684,53.0,0.07958013406326891
95,0.0,61.98502263157894,53.0,0.5610395400473382
96,0.0,69.51927114285715,2.0,0.5320970991221442
97,0.0,69.7194507368421,2.0,0.30379575499012923
98,0.0,69.96355810526316,2.0,0.29590569484398865
99,0.0,69.58932108333333,2.0,0.8275002097232028
100,0.0,68.24166473684211,2.0,0.0014562107315488904
101,0.0,63.53057863157895,2.0,0.6289106042561053
102,0.0,56.2691612631579,2.0,0.8312465780058058
103,0.0,69.55612978947369,2.0,0.7679193166956202
104,0.0,90.5017125263158,2.0,0.19879833084602683
105,0.0,94.238896,2.0,0.761681334722296
106,0.0,99.19603421052632,2.0,0.007338072962418174
107,0.0,83.39437210526316,2.0,0.3217081243389087
108,0.0,68.68799789473684,2.0,0.15514109482169158
109,0.0,82.13709410526316,2.0,0.9340036331192835
110,0.0,86.50685715789473,2.0,0.5389215314977281
111,0.0,78.13968578947369,2.0,0.37796174905481794
112,0.0,67.92963494736843,2.0,0.4860674643256394
113,0.0,43.47318747368421,2.0,0.883397129443065
114,0.0,14.731648684210526,2.0,0.07723586865737997
115,0.0,23.193029789473684,2.0,0.17399647408507035
116,0.0,48.38575715789474,2.0,0.6441063192864925
117,0.0,57.5456247368421,2.0,0.2977138457096703
118,0.0,61.39712789473684,2.0,0.04215673047767077
119,0.0,61.98502263157894,2.0,0.7779759407497575
120,0.0,69.51927114285715,53.0,0.24054537334469306
121,0.0,69.7194507368421,53.0,0.9305856691833214
122,0.0,69.96355810526316,53.0,0.06498272729576093
123,0.0,69.58932108333333,53.0,0.43725055505093036
124,0.0,68.24166473684211,53.0,0.1482257958876514
125,0.0,63.53057863157895,53.0,0.27146253772010187
126,0.0,56.2691612631579,53.0,0.08315641394604856
127,0.0,69.55612978947369,53.0,0.6484167910403205
128,0.0,90.5017125263158,53.0,0.7876772574168324
129,0.0,94.238896,53.0,0.4995096857312764
130,0.0,99.19603421052632,53.0,0.7055667964570791
131,0.0,83.39437210526316,53.0,0.5360587462560733
132,0.0,68.68799789473684,53.0,0.7373965432673015
133,0.0,82.13709410526316,53.0,0.6599734599079571
134,0.0,86.50685715789473,53.0,0.1530152525338787
135,0.0,78.13968578947369,53.0,0.0994818509362887
136,0.0,67.92963494736843,53.0,0.9552805406064103
137,0.0,43.47318747368421,53.0,0.9578757439007963
138,0.0,14.731648684210526,53.0,0.5371669853934931
139,0.0,23.193029789473684,53.0,0.8621264970014673
140,0.0,48.38575715789474,53.0,0.5538587728142296
141,0.0,57.5456247368421,53.0,0.9335147933685869
142,0.0,61.39712789473684,53.0,0.07958013406326891
143,0.0,61.98502263157894,53.0,0.5610395400473382
144,0.0,69.51927114285715,2.0,0.5320970991221442
145,0.0,69.7194507368421,2.0,0.30379575499012923
146,0.0,69.96355810526316,2.0,0.29590569484398865
147,0.0,69.58932108333333,2.0,0.8275002097232028
148,0.0,68.24166473684211,2.0,0.0014562107315488904
149,0.0,63.53057863157895,2.0,0.6289106042561053
150,0.0,56.2691612631579,2.0,0.8312465780058058
151,0.0,69.55612978947369,2.0,0.7679193166956202
152,0.0,90.5017125263158,2.0,0.19879833084602683
153,0.0,94.238896,2.0,0.761681334722296
154,0.0,99.19603421052632,2.0,0.007338072962418174
155,0.0,83.39437210526316,2.0,0.3217081243389087
156,0.0,68.68799789473684,2.0,0.15514109482169158
157,0.0,82.13709410526316,2.0,0.9340036331192835
158,0.0,86.50685715789473,2.0,0.5389215314977281
159,0.0,78.13968578947369,2.0,0.37796174905481794
160,0.0,67.92963494736843,2.0,0.4860674643256394
161,0.0,43.47318747368421,2.0,0.883397129443065
162,0.0,14.731648684210526,2.0,0.07723586865737997
163,0.0,23.193029789473684,2.0,0.17399647408507035
164,0.0,48.38575715789474,2.0,0.6441063192864925
165,0.0,57.5456247368421,2.0,0.2977138457096703
166,0.0,61.39712789473684,2.0,0.04215673047767077
167,0.0,61.98502263157894,2.0,0.7779759407497575
168,0.0,69.51927114285715,2.0,0.5320970991221442
169,0.0,69.7194507368421,2.0,0.30379575499012923
170,0.0,69.96355810526316,2.0,0.29590569484398865
171,0.0,69.58932108333333,2.0,0.8275002097232028
172,0.0,68.24166473684211,2.0,0.0014562107315488904
173,0.0,63.53057863157895,2.0,0.6289106042561053
174,0.0,56.2691612631579,2.0,0.8312465780058058
175,0.0,69.55612978947369,2.0,0.7679193166956202
176,0.0,90.5017125263158,2.0,0.19879833084602683
177,0.0,94.238896,2.0,0.761681334722296
178,0.0,99.19603421052632,2.0,0.007338072962418174
179,0.0,83.39437210526316,2.0,0.3217081243389087
180,0.0,68.68799789473684,2.0,0.15514109482169158
181,0.0,82.13709410526316,2.0,0.9340036331192835
182,0.0,86.50685715789473,2.0,0.5389215314977281
183,0.0,78.13968578947369,2.0,0.37796174905481794
184,0.0,67.92963494736843,2.0,0.4860674643256394
185,0.0,43.47318747368421,2.0,0.883397129443065
186,0.0,14.731648684210526,2.0,0.07723586865737997
187,0.0,23.193029789473684,2.0,0.17399647408507035
188,0.0,48.38575715789474,2.0,0.6441063192864925
189,0.0,57.5456247368421,2.0,0.2977138457096703
190,0.0,61.39712789473684,2.0,0.04215673047767077
191,0.0,61.98502263157894,2.0,0.7779759407497575
192,0.0,69.51927114285715,2.0,0.5320970991221442
193,0.0,69.7194507368421,2.0,0.30379575499012923
194,0.0,69.96355810526316,2.0,0.29590569484398865
195,0.0,69.58932108333333,2.0,0.8275002097232028
196,0.0,68.24166473684211,2.0,0.0014562107315488904
197,0.0,63.53057863157895,2.0,0.6289106042561053
198,0.0,56.2691612631579,2.0,0.8312465780058058
199,0.0,69.55612978947369,2.0,0.7679193166956202
200,0.0,90.5017125263158,2.0,0.19879833084602683
201,0.0,94.238896,2.0,0.761681334722296
202,0.0,99.19603421052632,2.0,0.007338072962418174
203,0.0,83.39437210526316,2.0,0.3217081243389087
204,0.0,68.68799789473684,2.0,0.15514109482169158
205,0.0,82.13709410526316,2.0,0.9340036331192835
206,0.0,86.50685715789473,2.0,0.5389215314977281
207,0.0,78.13968578947369,2.0,0.37796174905481794
208,0.0,67.92963494736843,2.0,0.4860674643256394
209,0.0,43.47318747368421,2.0,0.883397129443065
210,0.0,14.731648684210526,2.0,0.07723586865737997
211,0.0,23.193029789473684,2.0,0.17399647408507035
212,0.0,48.38575715789474,2.0,0.6441063192864925
213,0.0,57.5456247368421,2.0,0.2977138457096703
214,0.0,61.39712789473684,2.0,0.04215673047767077
215,0.0,61.98502263157894,2.0,0.7779759407497575
216,0.0,69.51927114285715,34.0,0.8784986923423284
217,0.0,69.7194507368421,34.0,0.28977698111318473
218,0.0,69.96355810526316,34.0,0.13838067095627604
219,0.0,69.58932108333333,34.0,0.8261825102293827
220,0.0,68.24166473684211,34.0,0.7852334076849876
221,0.0,63.53057863157895,34.0,0.9616726703551988
222,0.0,56.2691612631579,34.0,0.14833265561313624
223,0.0,69.55612978947369,34.0,0.4463343233475239
224,0.0,90.5017125263158,34.0,0.37914321152336095
225,0.0,94.238896,34.0,0.5129641282449919
226,0.0,99.19603421052632,34.0,0.238234918223872
227,0.0,83.39437210526316,34.0,0.66546502514424
228,0.0,68.68799789473684,34.0,0.770282563888917
229,0.0,82.13709410526316,34.0,0.9031697107674043
230,0.0,86.50685715789473,34.0,0.14032698357110673
231,0.0,78.13968578947369,34.0,0.7820638843535085
232,0.0,67.92963494736843,34.0,0.416298988029811
233,0.0,43.47318747368421,34.0,0.5345824339711139
234,0.0,14.731648684210526,34.0,0.037612580343116986
235,0.0,23.193029789473684,34.0,0.6958805688033766
236,0.0,48.38575715789474,34.0,0.5228713033908609
237,0.0,57.5456247368421,34.0,0.9835770408458956
238,0.0,61.39712789473684,34.0,0.8177441126511683
239,0.0,61.98502263157894,34.0,0.11705391875431281
240,0.0,69.51927114285715,2.0,0.5320970991221442
241,0.0,69.7194507368421,2.0,0.30379575499012923
242,0.0,69.96355810526316,2.0,0.29590569484398865
243,0.0,69.58932108333333,2.0,0.8275002097232028
244,0.0,68.24166473684211,2.0,0.0014562107315488904
245,0.0,63.53057863157895,2.0,0.6289106042561053
246,0.0,56.2691612631579,2.0,0.8312465780058058
247,0.0,69.55612978947369,2.0,0.7679193166956202
248,0.0,90.5017125263158,2.0,0.19879833084602683
249,0.0,94.238896,2.0,0.761681334722296
250,0.0,99.19603421052632,2.0,0.007338072962418174
251,0.0,83.39437210526316,2.0,0.3217081243389087
252,0.0,68.68799789473684,2.0,0.15514109482169158
253,0.0,82.13709410526316,2.0,0.9340036331192835
254,0.0,86.50685715789473,2.0,0.5389215314977281
255,0.0,78.13968578947369,2.0,0.37796174905481794
256,0.0,67.92963494736843,2.0,0.4860674643256394
257,0.0,43.47318747368421,2.0,0.883397129443065
258,0.0,14.731648684210526,2.0,0.07723586865737997
259,0.0,23.193029789473684,2.0,0.17399647408507035
260,0.0,48.38575715789474,2.0,0.6441063192864925
261,0.0,57.5456247368421,2.0,0.2977138457096703
262,0.0,61.39712789473684,2.0,0.04215673047767077
263,0.0,61.98502263157894,2.0,0.7779759407497575
264,0.0,69.51927114285715,2.0,0.5320970991221442
265,0.0,69.7194507368421,2.0,0.30379575499012923
266,0.0,69.96355810526316,2.0,0.29590569484398865
267,0.0,69.58932108333333,2.0,0.8275002097232028
268,0.0,68.24166473684211,2.0,0.0014562107315488904
269,0.0,63.53057863157895,2.0,0.6289106042561053
270,0.0,56.2691612631579,2.0,0.8312465780058058
271,0.0,69.55612978947369,2.0,0.7679193166956202
272,0.0,90.5017125263158,2.0,0.19879833084602683
273,0.0,94.238896,2.0,0.761681334722296
274,0.0,99.19603421052632,2.0,0.007338072962418174
275,0.0,83.39437210526316,2.0,0.3217081243389087
276,0.0,68.68799789473684,2.0,0.15514109482169158
277,0.0,82.13709410526316,2.0,0.9340036331192835
278,0.0,86.50685715789473,2.0,0.5389215314977281
279,0.0,78.13968578947369,2.0,0.37796174905481794
280,0.0,67.92963494736843,2.0,0.4860674643256394
281,0.0,43.47318747368421,2.0,0.883397129443065
282,0.0,14.731648684210526,2.0,0.07723586865737997
283,0.0,23.193029789473684,2.0,0.17399647408507035
284,0.0,48.38575715789474,2.0,0.6441063192864925
285,0.0,57.5456247368421,2.0,0.2977138457096703
286,0.0,61.39712789473684,2.0,0.04215673047767077
287,0.0,61.98502263157894,2.0,0.7779759407497575
288,0.0,69.51927114285715,34.0,0.8784986923423284
289,0.0,69.7194507368421,34.0,0.28977698111318473
290,0.0,69.96355810526316,34.0,0.13838067095627604
291,0.0,69.58932108333333,34.0,0.8261825102293827
292,0.0,68.24166473684211,34.0,0.7852334076849876
293,0.0,63.53057863157895,34.0,0.9616726703551988
294,0.0,56.2691612631579,34.0,0.14833265561313624
295,0.0,69.55612978947369,34.0,0.4463343233475239
296,0.0,90.5017125263158,34.0,0.37914321152336095
297,0.0,94.238896,34.0,0.5129641282449919
298,0.0,99.19603421052632,34.0,0.238234918223872
299,0.0,83.39437210526316,34.0,0.66546502514424
300,0.0,68.68799789473684,34.0,0.770282563888917
301,0.0,82.13709410526316,34.0,0.9031697107674043
302,0.0,86.50685715789473,34.0,0.14032698357110673
303,0.0,78.13968578947369,34.0,0.7820638843535085
304,0.0,67.92963494736843,34.0,0.416298988029811
305,0.0,43.47318747368421,34.0,0.5345824339711139
306,0.0,14.731648684210526,34.0,0.037612580343116986
307,0.0,23.193029789473684,34.0,0.6958805688033766
308,0.0,48.38575715789474,34.0,0.5228713033908609
309,0.0,57.5456247368421,34.0,0.9835770408458956
310,0.0,61.39712789473684,34.0,0.8177441126511683
311,0.0,61.98502263157894,34.0,0.11705391875431281
312,0.0,69.51927114285715,34.0,0.8784986923423284
313,0.0,69.7194507368421,34.0,0.28977698111318473
314,0.0,69.96355810526316,34.0,0.13838067095627604
315,0.0,69.58932108333333,34.0,0.8261825102293827
316,0.0,68.24166473684211,34.0,0.7852334076849876
317,0.0,63.53057863157895,34.0,0.9616726703551988
318,0.0,56.2691612631579,34.0,0.14833265561313624
319,0.0,69.55612978947369,34.0,0.4463343233475239
320,0.0,90.5017125263158,34.0,0.37914321152336095
321,0.0,94.238896,34.0,0.5129641282449919
322,0.0,99.19603421052632,34.0,0.238234918223872
323,0.0,83.39437210526316,34.0,0.66546502514424
324,0.0,68.68799789473684,34.0,0.770282563888917
325,0.0,82.13709410526316,34.0,0.9031697107674043
326,0.0,86.50685715789473,34.0,0.14032698357110673
327,0.0,78.13968578947369,34.0,0.7820638843535085
328,0.0,67.92963494736843,34.0,0.416298988029811
329,0.0,43.47318747368421,34.0,0.5345824339711139
330,0.0,14.731648684210526,34.0,0.037612580343116986
331,0.0,23.193029789473684,34.0,0.6958805688033766
332,0.0,48.38575715789474,34.0,0.5228713033908609
333,0.0,57.5456247368421,34.0,0.9835770408458956
334,0.0,61.39712789473684,34.0,0.8177441126511683
335,0.0,61.98502263157894,34.0,0.11705391875431281
336,0.0,69.51927114285715,2.0,0.5320970991221442
337,0.0,69.7194507368421,2.0,0.30379575499012923
338,0.0,69.96355810526316,2.0,0.29590569484398865
339,0.0,69.58932108333333,2.0,0.8275002097232028
340,0.0,68.24166473684211,2.0,0.0014562107315488904
341,0.0,63.53057863157895,2.0,0.6289106042561053
342,0.0,56.2691612631579,2.0,0.8312465780058058
343,0.0,69.55612978947369,2.0,0.7679193166956202
344,0.0,90.5017125263158,2.0,0.19879833084602683
345,0.0,94.238896,2.0,0.761681334722296
346,0.0,99.19603421052632,2.0,0.007338072962418174
347,0.0,83.39437210526316,2.0,0.3217081243389087
348,0.0,68.68799789473684,2.0,0.15514109482169158
349,0.0,82.13709410526316,2.0,0.9340036331192835
350,0.0,86.50685715789473,2.0,0.5389215314977281
351,0.0,78.13968578947369,2.0,0.37796174905481794
352,0.0,67.92963494736843,2.0,0.4860674643256394
353,0.0,43.47318747368421,2.0,0.883397129443065
354,0.0,14.731648684210526,2.0,0.07723586865737997
355,0.0,23.193029789473684,2.0,0.17399647408507035
356,0.0,48.38575715789474,2.0,0.6441063192864925
357,0.0,57.5456247368421,2.0,0.2977138457096703
358,0.0,61.39712789473684,2.0,0.04215673047767077
359,0.0,61.98502263157894,2.0,0.7779759407497575
360,0.0,69.51927114285715,2.0,0.5320970991221442
361,0.0,69.7194507368421,2.0,0.30379575499012923
362,0.0,69.96355810526316,2.0,0.29590569484398865
363,0.0,69.58932108333333,2.0,0.8275002097232028
364,0.0,68.24166473684211,2.0,0.0014562107315488904
365,0.0,63.53057863157895,2.0,0.6289106042561053
366,0.0,56.2691612631579,2.0,0.8312465780058058
367,0.0,69.55612978947369,2.0,0.7679193166956202
368,0.0,90.5017125263158,2.0,0.19879833084602683
369,0.0,94.238896,2.0,0.761681334722296
370,0.0,99.19603421052632,2.0,0.007338072962418174
371,0.0,83.39437210526316,2.0,0.3217081243389087
372,0.0,68.68799789473684,2.0,0.15514109482169158
373,0.0,82.13709410526316,2.0,0.9340036331192835
374,0.0,86.50685715789473,2.0,0.5389215314977281
375,0.0,78.13968578947369,2.0,0.37796174905481794
376,0.0,67.92963494736843,2.0,0.4860674643256394
377,0.0,43.47318747368421,2.0,0.883397129443065
378,0.0,14.731648684210526,2.0,0.07723586865737997
379,0.0,23.193029789473684,2.0,0.17399647408507035
380,0.0,48.38575715789474,2.0,0.6441063192864925
381,0.0,57.5456247368421,2.0,0.2977138457096703
382,0.0,61.39712789473684,2.0,0.04215673047767077
383,0.0,61.98502263157894,2.0,0.7779759407497575
384,0.0,69.51927114285715,2.0,0.5320970991221442
385,0.0,69.7194507368421,2.0,0.30379575499012923
386,0.0,69.96355810526316,2.0,0.29590569484398865
387,0.0,69.58932108333333,2.0,0.8275002097232028
388,0.0,68.24166473684211,2.0,0.0014562107315488904
389,0.0,63.53057863157895,2.0,0.6289106042561053
390,0.0,56.2691612631579,2.0,0.8312465780058058
391,0.0,69.55612978947369,2.0,0.7679193166956202
392,0.0,90.5017125263158,2.0,0.19879833084602683
393,0.0,94.238896,2.0,0.761681334722296
394,0.0,99.19603421052632,2.0,0.007338072962418174
395,0.0,83.39437210526316,2.0,0.3217081243389087
396,0.0,68.68799789473684,2.0,0.15514109482169158
397,0.0,82.13709410526316,2.0,0.9340036331192835
398,0.0,86.50685715789473,2.0,0.5389215314977281
399,0.0,78.13968578947369,2.0,0.37796174905481794
400,0.0,67.92963494736843,2.0,0.4860674643256394
401,0.0,43.47318747368421,2.0,0.883397129443065
402,0.0,14.731648684210526,2.0,0.07723586865737997
403,0.0,23.193029789473684,2.0,0.17399647408507035
404,0.0,48.38575715789474,2.0,0.6441063192864925
405,0.0,57.5456247368421,2.0,0.2977138457096703
406,0.0,61.39712789473684,2.0,0.04215673047767077
407,0.0,61.98502263157894,2.0,0.7779759407497575
408,0.0,69.51927114285715,2.0,0.5320970991221442
409,0.0,69.7194507368421,2.0,0.30379575499012923
410,0.0,69.96355810526316,2.0,0.29590569484398865
411,0.0,69.58932108333333,2.0,0.8275002097232028
412,0.0,68.24166473684211,2.0,0.0014562107315488904
413,0.0,63.53057863157895,2.0,0.6289106042561053
414,0.0,56.2691612631579,2.0,0.8312465780058058
415,0.0,69.55612978947369,2.0,0.7679193166956202
416,0.0,90.5017125263158,2.0,0.19879833084602683
417,0.0,94.238896,2.0,0.761681334722296
418,0.0,99.19603421052632,2.0,0.007338072962418174
419,0.0,83.39437210526316,2.0,0.3217081243389087
420,0.0,68.68799789473684,2.0,0.15514109482169158
421,0.0,82.13709410526316,2.0,0.9340036331192835
422,0.0,86.50685715789473,2.0,0.5389215314977281
423,0.0,78.13968578947369,2.0,0.37796174905481794
424,0.0,67.92963494736843,2.0,0.4860674643256394
425,0.0,43.47318747368421,2.0,0.883397129443065
426,0.0,14.731648684210526,2.0,0.07723586865737997
427,0.0,23.193029789473684,2.0,0.17399647408507035
428,0.0,48.38575715789474,2.0,0.6441063192864925
429,0.0,57.5456247368421,2.0,0.2977138457096703
430,0.0,61.39712789473684,2.0,0.04215673047767077
431,0.0,61.98502263157894,2.0,0.7779759407497575
432,0.0,69.51927114285715,53.0,0.24054537334469306
433,0.0,69.7194507368421,53.0,0.9305856691833214
434,0.0,69.96355810526316,53.0,0.06498272729576093
435,0.0,69.58932108333333,53.0,0.43725055505093036
436,0.0,68.24166473684211,53.0,0.1482257958876514
437,0.0,63.53057863157895,53.0,0.27146253772010187
438,0.0,56.2691612631579,53.0,0.08315641394604856
439,0.0,69.55612978947369,53.0,0.6484167910403205
440,0.0,90.5017125263158,53.0,0.7876772574168324
441,0.0,94.238896,53.0,0.4995096857312764
442,0.0,99.19603421052632,53.0,0.7055667964570791
443,0.0,83.39437210526316,53.0,0.5360587462560733
444,0.0,68.68799789473684,53.0,0.7373965432673015
445,0.0,82.13709410526316,53.0,0.6599734599079571
446,0.0,86.50685715789473,53.0,0.1530152525338787
447,0.0,78.13968578947369,53.0,0.0994818509362887
448,0.0,67.92963494736843,53.0,0.9552805406064103
449,0.0,43.47318747368421,53.0,0.9578757439007963
450,0.0,14.731648684210526,53.0,0.5371669853934931
451,0.0,23.193029789473684,53.0,0.8621264970014673
452,0.0,48.38575715789474,53.0,0.5538587728142296
453,0.0,57.5456247368421,53.0,0.9335147933685869
454,0.0,61.39712789473684,53.0,0.07958013406326891
455,0.0,61.98502263157894,53.0,0.5610395400473382
456,0.0,69.51927114285715,2.0,0.5320970991221442
457,0.0,69.7194507368421,2.0,0.30379575499012923
458,0.0,69.96355810526316,2.0,0.29590569484398865
459,0.0,69.58932108333333,2.0,0.8275002097232028
460,0.0,68.24166473684211,2.0,0.0014562107315488904
461,0.0,63.53057863157895,2.0,0.6289106042561053
462,0.0,56.2691612631579,2.0,0.8312465780058058
463,0.0,69.55612978947369,2.0,0.7679193166956202
464,0.0,90.5017125263158,2.0,0.19879833084602683
465,0.0,94.238896,2.0,0.761681334722296
466,0.0,99.19603421052632,2.0,0.007338072962418174
467,0.0,83.39437210526316,2.0,0.3217081243389087
468,0.0,68.68799789473684,2.0,0.15514109482169158
469,0.0,82.13709410526316,2.0,0.9340036331192835
470,0.0,86.50685715789473,2.0,0.5389215314977281
471,0.0,78.13968578947369,2.0,0.37796174905481794
472,0.0,67.92963494736843,2.0,0.4860674643256394
473,0.0,43.47318747368421,2.0,0.883397129443065
474,0.0,14.731648684210526,2.0,0.07723586865737997
475,0.0,23.193029789473684,2.0,0.17399647408507035
476,0.0,48.38575715789474,2.0,0.6441063192864925
477,0.0,57.5456247368421,2.0,0.2977138457096703
478,0.0,61.39712789473684,2.0,0.04215673047767077
479,0.0,61.98502263157894,2.0,0.7779759407497575
480,0.0,69.51927114285715,34.0,0.8784986923423284
481,0.0,69.7194507368421,34.0,0.28977698111318473
482,0.0,69.96355810526316,34.0,0.13838067095627604
483,0.0,69.58932108333333,34.0,0.8261825102293827
484,0.0,68.24166473684211,34.0,0.7852334076849876
485,0.0,63.53057863157895,34.0,0.9616726703551988
486,0.0,56.2691612631579,34.0,0.14833265561313624
487,0.0,69.55612978947369,34.0,0.4463343233475239
488,0.0,90.5017125263158,34.0,0.37914321152336095
489,0.0,94.238896,34.0,0.5129641282449919
490,0.0,99.19603421052632,34.0,0.238234918223872
491,0.0,83.39437210526316,34.0,0.66546502514424
492,0.0,68.68799789473684,34.0,0.770282563888917
493,0.0,82.13709410526316,34.0,0.9031697107674043
494,0.0,86.50685715789473,34.0,0.14032698357110673
495,0.0,78.13968578947369,34.0,0.7820638843535085
496,0.0,67.92963494736843,34.0,0.416298988029811
497,0.0,43.47318747368421,34.0,0.5345824339711139
498,0.0,14.731648684210526,34.0,0.037612580343116986
499,0.0,23.193029789473684,34.0,0.6958805688033766
500,0.0,48.38575715789474,34.0,0.5228713033908609
501,0.0,57.5456247368421,34.0,0.9835770408458956
502,0.0,61.39712789473684,34.0,0.8177441126511683
503,0.0,61.98502263157894,34.0,0.11705391875431281
504,0.0,69.51927114285715,34.0,0.8784986923423284
505,0.0,69.7194507368421,34.0,0.28977698111318473
506,0.0,69.96355810526316,34.0,0.13838067095627604
507,0.0,69.58932108333333,34.0,0.8261825102293827
508,0.0,68.24166473684211,34.0,0.7852334076849876
509,0.0,63.53057863157895,34.0,0.9616726703551988
510,0.0,56.2691612631579,34.0,0.14833265561313624
511,0.0,69.55612978947369,34.0,0.4463343233475239
512,0.0,90.5017125263158,34.0,0.37914321152336095
513,0.0,94.238896,34.0,0.5129641282449919
514,0.0,99.19603421052632,34.0,0.238234918223872
515,0.0,83.39437210526316,34.0,0.66546502514424
516,0.0,68.68799789473684,34.0,0.770282563888917
517,0.0,82.13709410526316,34.0,0.9031697107674043
518,0.0,86.50685715789473,34.0,0.14032698357110673
519,0.0,78.13968578947369,34.0,0.7820638843535085
