Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999999,20.84441562012459,14937238.942868622
2,1.0,0.5999999999999999,20.598664331466665,13833126.543663584
3,1.0,0.5999999999999999,20.529206588149357,14605510.687348109
4,1.0,0.5999999999999999,20.586193384177708,16733576.228870679
5,1.0,0.5999999999999999,21.381621695515797,17665702.763772525
6,1.0,0.5999999999999999,23.572138348678326,33251064.073318984
7,1.0,0.5999999999999999,31.381110867033456,62851529.98601541
8,1.0,0.5999999999999999,37.9792181200751,59126477.88613937
9,1.0,0.5999999999999999,0.3903775177019959,57870941.47822747
10,1.0,0.5999999999999999,-0.21262586727714705,48617014.57395406
11,1.0,0.5999999999999999,-7.7800905880585445,41300993.07352767
12,1.0,0.5999999999999999,-9.546589266966688,39099419.795000225
13,1.0,0.5999999999999999,27.72745600464361,44212346.225281656
14,1.0,0.5999999999999999,14.851291274061712,37677197.51222001
15,1.0,0.5999999999999999,0.7021016104613373,25705505.371691745
16,1.0,0.5999999999999999,8.28511622771444,22628984.21619549
17,1.0,0.5999999999999999,17.61084181469031,21861156.23869635
18,1.0,0.5999999999999999,28.901864961108302,34980833.7999878
19,1.0,0.6092519652401395,69.88434960261475,48659558.89715446
20,0.9998088351471016,0.6192519652401398,84.73455046497895,50113509.81447658
21,1.0,0.6092519652401395,47.90913670984597,38507477.17999143
22,1.0,0.5999999999999999,35.833749995828555,31452906.94145325
23,1.0,0.5999999999999999,29.70556866240482,26012473.661687844
24,1.0,0.5999999999999999,28.636709901881726,21012918.870367605
