Hour,energy_imported,energy_exported
231,0.0,78.13968578947369
232,0.0,67.92963494736843
233,0.0,43.47318747368421
234,0.0,14.731648684210526
235,0.0,23.193029789473684
236,0.0,48.38575715789474
237,0.0,57.5456247368421
238,0.0,61.39712789473684
239,0.0,61.98502263157894
240,0.0,69.51927114285715
241,0.0,69.7194507368421
242,0.0,69.96355810526316
243,0.0,69.58932108333333
244,0.0,68.24166473684211
245,0.0,63.53057863157895
246,0.0,56.2691612631579
247,0.0,69.55612978947369
248,0.0,90.5017125263158
249,0.0,94.238896
250,0.0,99.19603421052632
251,0.0,83.39437210526316
252,0.0,68.68799789473684
253,0.0,82.13709410526316
254,0.0,86.50685715789473
255,0.0,78.13968578947369
256,0.0,67.92963494736843
257,0.0,43.47318747368421
258,0.0,14.731648684210526
259,0.0,23.193029789473684
260,0.0,48.38575715789474
261,0.0,57.5456247368421
262,0.0,61.39712789473684
263,0.0,61.98502263157894
264,0.0,69.51927114285715
265,0.0,69.7194507368421
266,0.0,69.96355810526316
267,0.0,69.58932108333333
268,0.0,68.24166473684211
269,0.0,63.53057863157895
270,0.0,56.2691612631579
271,0.0,69.55612978947369
272,0.0,90.5017125263158
273,0.0,94.238896
274,0.0,99.19603421052632
275,0.0,83.39437210526316
276,0.0,68.68799789473684
277,0.0,82.13709410526316
278,0.0,86.50685715789473
279,0.0,78.13968578947369
280,0.0,67.92963494736843
281,0.0,43.47318747368421
282,0.0,14.731648684210526
283,0.0,23.193029789473684
284,0.0,48.38575715789474
285,0.0,57.5456247368421
286,0.0,61.39712789473684
287,0.0,61.98502263157894
288,0.0,69.51927114285715
289,0.0,69.7194507368421
290,0.0,69.96355810526316
291,0.0,69.58932108333333
292,0.0,68.24166473684211
293,0.0,63.53057863157895
294,0.0,56.2691612631579
295,0.0,69.55612978947369
296,0.0,90.5017125263158
297,0.0,94.238896
298,0.0,99.19603421052632
299,0.0,83.39437210526316
300,0.0,68.68799789473684
301,0.0,82.13709410526316
302,0.0,86.50685715789473
303,0.0,78.13968578947369
304,0.0,67.92963494736843
305,0.0,43.47318747368421
306,0.0,14.731648684210526
307,0.0,23.193029789473684
308,0.0,48.38575715789474
309,0.0,57.5456247368421
310,0.0,61.39712789473684
311,0.0,61.98502263157894
312,0.0,69.51927114285715
313,0.0,69.7194507368421
314,0.0,69.96355810526316
315,0.0,69.58932108333333
316,0.0,68.24166473684211
317,0.0,63.53057863157895
318,0.0,56.2691612631579
319,0.0,69.55612978947369
320,0.0,90.5017125263158
321,0.0,94.238896
322,0.0,99.19603421052632
323,0.0,83.39437210526316
324,0.0,68.68799789473684
325,0.0,82.13709410526316
326,0.0,86.50685715789473
327,0.0,78.13968578947369
328,0.0,67.92963494736843
329,0.0,43.47318747368421
330,0.0,14.731648684210526
331,0.0,23.193029789473684
332,0.0,48.38575715789474
333,0.0,57.5456247368421
334,0.0,61.39712789473684
335,0.0,61.98502263157894
336,0.0,69.51927114285715
337,0.0,69.7194507368421
338,0.0,69.96355810526316
339,0.0,69.58932108333333
340,0.0,68.24166473684211
341,0.0,63.53057863157895
342,0.0,56.2691612631579
343,0.0,69.55612978947369
344,0.0,90.5017125263158
345,0.0,94.238896
346,0.0,99.19603421052632
347,0.0,83.39437210526316
348,0.0,68.68799789473684
349,0.0,82.13709410526316
350,0.0,86.50685715789473
351,0.0,78.13968578947369
352,0.0,67.92963494736843
353,0.0,43.47318747368421
354,0.0,14.731648684210526
355,0.0,23.193029789473684
356,0.0,48.38575715789474
357,0.0,57.5456247368421
358,0.0,61.39712789473684
359,0.0,61.98502263157894
360,0.0,69.51927114285715
361,0.0,69.7194507368421
362,0.0,69.96355810526316
363,0.0,69.58932108333333
364,0.0,68.24166473684211
365,0.0,63.53057863157895
366,0.0,56.2691612631579
367,0.0,69.55612978947369
368,0.0,90.5017125263158
369,0.0,94.238896
370,0.0,99.19603421052632
371,0.0,83.39437210526316
372,0.0,68.68799789473684
373,0.0,82.13709410526316
374,0.0,86.50685715789473
375,0.0,78.13968578947369
376,0.0,67.92963494736843
377,0.0,43.47318747368421
378,0.0,14.731648684210526
379,0.0,23.193029789473684
380,0.0,48.38575715789474
381,0.0,57.5456247368421
382,0.0,61.39712789473684
383,0.0,61.98502263157894
384,0.0,69.51927114285715
385,0.0,69.7194507368421
386,0.0,69.96355810526316
387,0.0,69.58932108333333
388,0.0,68.24166473684211
389,0.0,63.53057863157895
390,0.0,56.2691612631579
391,0.0,69.55612978947369
392,0.0,90.5017125263158
393,0.0,94.238896
394,0.0,99.19603421052632
395,0.0,83.39437210526316
396,0.0,68.68799789473684
397,0.0,82.13709410526316
398,0.0,86.50685715789473
399,0.0,78.13968578947369
400,0.0,67.92963494736843
401,0.0,43.47318747368421
402,0.0,14.731648684210526
403,0.0,23.193029789473684
404,0.0,48.38575715789474
405,0.0,57.5456247368421
406,0.0,61.39712789473684
407,0.0,61.98502263157894
408,0.0,69.51927114285715
409,0.0,69.7194507368421
410,0.0,69.96355810526316
411,0.0,69.58932108333333
412,0.0,68.24166473684211
413,0.0,63.53057863157895
414,0.0,56.2691612631579
415,0.0,69.55612978947369
416,0.0,90.5017125263158
417,0.0,94.238896
418,0.0,99.19603421052632
419,0.0,83.39437210526316
420,0.0,68.68799789473684
421,0.0,82.13709410526316
422,0.0,86.50685715789473
423,0.0,78.13968578947369
424,0.0,67.92963494736843
425,0.0,43.47318747368421
426,0.0,14.731648684210526
427,0.0,23.193029789473684
428,0.0,48.38575715789474
429,0.0,57.5456247368421
430,0.0,61.39712789473684
431,0.0,61.98502263157894
432,0.0,69.51927114285715
433,0.0,69.7194507368421
434,0.0,69.96355810526316
435,0.0,69.58932108333333
436,0.0,68.24166473684211
437,0.0,63.53057863157895
438,0.0,56.2691612631579
439,0.0,69.55612978947369
440,0.0,90.5017125263158
441,0.0,94.238896
442,0.0,99.19603421052632
443,0.0,83.39437210526316
444,0.0,68.68799789473684
445,0.0,82.13709410526316
446,0.0,86.50685715789473
447,0.0,78.13968578947369
448,0.0,67.92963494736843
449,0.0,43.47318747368421
450,0.0,14.731648684210526
451,0.0,23.193029789473684
452,0.0,48.38575715789474
453,0.0,57.5456247368421
454,0.0,61.39712789473684
455,0.0,61.98502263157894
456,0.0,69.51927114285715
457,0.0,69.7194507368421
458,0.0,69.96355810526316
459,0.0,69.58932108333333
460,0.0,68.24166473684211
461,0.0,63.53057863157895
462,0.0,56.2691612631579
463,0.0,69.55612978947369
464,0.0,90.5017125263158
465,0.0,94.238896
466,0.0,99.19603421052632
467,0.0,83.39437210526316
468,0.0,68.68799789473684
469,0.0,82.13709410526316
470,0.0,86.50685715789473
471,0.0,78.13968578947369
472,0.0,67.92963494736843
473,0.0,43.47318747368421
474,0.0,14.731648684210526
475,0.0,23.193029789473684
476,0.0,48.38575715789474
477,0.0,57.5456247368421
478,0.0,61.39712789473684
479,0.0,61.98502263157894
480,0.0,69.51927114285715
481,0.0,69.7194507368421
482,0.0,69.96355810526316
483,0.0,69.58932108333333
484,0.0,68.24166473684211
485,0.0,63.53057863157895
486,0.0,56.2691612631579
487,0.0,69.55612978947369
488,0.0,90.5017125263158
489,0.0,94.238896
490,0.0,99.19603421052632
491,0.0,83.39437210526316
492,0.0,68.68799789473684
493,0.0,82.13709410526316
494,0.0,86.50685715789473
495,0.0,78.13968578947369
496,0.0,67.92963494736843
497,0.0,43.47318747368421
498,0.0,14.731648684210526
499,0.0,23.193029789473684
500,0.0,48.38575715789474
501,0.0,57.5456247368421
502,0.0,61.39712789473684
503,0.0,61.98502263157894
504,0.0,69.51927114285715
505,0.0,69.7194507368421
506,0.0,69.96355810526316
507,0.0,69.58932108333333
508,0.0,68.24166473684211
509,0.0,63.53057863157895
510,0.0,56.2691612631579
511,0.0,69.55612978947369
512,0.0,90.5017125263158
513,0.0,94.238896
514,0.0,99.19603421052632
515,0.0,83.39437210526316
516,0.0,68.68799789473684
517,0.0,82.13709410526316
518,0.0,86.50685715789473
519,0.0,78.13968578947369
520,0.0,67.92963494736843
521,0.0,43.47318747368421
522,0.0,14.731648684210526
523,0.0,23.193029789473684
524,0.0,48.38575715789474
525,0.0,57.5456247368421
526,0.0,61.39712789473684
527,0.0,61.98502263157894
528,0.0,69.51927114285715
529,0.0,69.7194507368421
530,0.0,69.96355810526316
531,0.0,69.58932108333333
532,0.0,68.24166473684211
533,0.0,63.53057863157895
534,0.0,56.2691612631579
535,0.0,69.55612978947369
536,0.0,90.5017125263158
537,0.0,94.238896
538,0.0,99.19603421052632
539,0.0,83.39437210526316
540,0.0,68.68799789473684
541,0.0,82.13709410526316
542,0.0,86.50685715789473
543,0.0,78.13968578947369
544,0.0,67.92963494736843
545,0.0,43.47318747368421
546,0.0,14.731648684210526
547,0.0,23.193029789473684
548,0.0,48.38575715789474
549,0.0,57.5456247368421
550,0.0,61.39712789473684
551,0.0,61.98502263157894
552,0.0,69.51927114285715
553,0.0,69.7194507368421
554,0.0,69.96355810526316
555,0.0,69.58932108333333
556,0.0,68.24166473684211
557,0.0,63.53057863157895
558,0.0,56.2691612631579
559,0.0,69.55612978947369
560,0.0,90.5017125263158
561,0.0,94.238896
562,0.0,99.19603421052632
563,0.0,83.39437210526316
564,0.0,68.68799789473684
565,0.0,82.13709410526316
566,0.0,86.50685715789473
567,0.0,78.13968578947369
568,0.0,67.92963494736843
569,0.0,43.47318747368421
570,0.0,14.731648684210526
571,0.0,23.193029789473684
572,0.0,48.38575715789474
573,0.0,57.5456247368421
574,0.0,61.39712789473684
575,0.0,61.98502263157894
576,0.0,69.51927114285715
577,0.0,69.7194507368421
578,0.0,69.96355810526316
579,0.0,69.58932108333333
580,0.0,68.24166473684211
581,0.0,63.53057863157895
582,0.0,56.2691612631579
583,0.0,69.55612978947369
584,0.0,90.5017125263158
585,0.0,94.238896
586,0.0,99.19603421052632
587,0.0,83.39437210526316
588,0.0,68.68799789473684
589,0.0,82.13709410526316
590,0.0,86.50685715789473
591,0.0,78.13968578947369
592,0.0,67.92963494736843
593,0.0,43.47318747368421
594,0.0,14.731648684210526
595,0.0,23.193029789473684
596,0.0,48.38575715789474
597,0.0,57.5456247368421
598,0.0,61.39712789473684
599,0.0,61.98502263157894
600,0.0,69.51927114285715
601,0.0,69.7194507368421
602,0.0,69.96355810526316
603,0.0,69.58932108333333
604,0.0,68.24166473684211
605,0.0,63.53057863157895
606,0.0,56.2691612631579
607,0.0,69.55612978947369
608,0.0,90.5017125263158
609,0.0,94.238896
610,0.0,99.19603421052632
611,0.0,83.39437210526316
612,0.0,68.68799789473684
613,0.0,82.13709410526316
614,0.0,86.50685715789473
615,0.0,78.13968578947369
616,0.0,67.92963494736843
617,0.0,43.47318747368421
618,0.0,14.731648684210526
619,0.0,23.193029789473684
620,0.0,48.38575715789474
621,0.0,57.5456247368421
622,0.0,61.39712789473684
623,0.0,61.98502263157894
624,0.0,69.51927114285715
625,0.0,69.7194507368421
626,0.0,69.96355810526316
627,0.0,69.58932108333333
628,0.0,68.24166473684211
629,0.0,63.53057863157895
630,0.0,56.2691612631579
631,0.0,69.55612978947369
632,0.0,90.5017125263158
633,0.0,94.238896
634,0.0,99.19603421052632
635,0.0,83.39437210526316
636,0.0,68.68799789473684
637,0.0,82.13709410526316
638,0.0,86.50685715789473
639,0.0,78.13968578947369
640,0.0,67.92963494736843
641,0.0,43.47318747368421
642,0.0,14.731648684210526
643,0.0,23.193029789473684
644,0.0,48.38575715789474
645,0.0,57.5456247368421
646,0.0,61.39712789473684
647,0.0,61.98502263157894
648,0.0,69.51927114285715
649,0.0,69.7194507368421
650,0.0,69.96355810526316
651,0.0,69.58932108333333
652,0.0,68.24166473684211
653,0.0,63.53057863157895
654,0.0,56.2691612631579
655,0.0,69.55612978947369
656,0.0,90.5017125263158
657,0.0,94.238896
658,0.0,99.19603421052632
659,0.0,83.39437210526316
660,0.0,68.68799789473684
661,0.0,82.13709410526316
662,0.0,86.50685715789473
663,0.0,78.13968578947369
664,0.0,67.92963494736843
665,0.0,43.47318747368421
666,0.0,14.731648684210526
667,0.0,23.193029789473684
668,0.0,48.38575715789474
669,0.0,57.5456247368421
670,0.0,61.39712789473684
671,0.0,61.98502263157894
672,0.0,69.51927114285715
673,0.0,69.7194507368421
674,0.0,69.96355810526316
675,0.0,69.58932108333333
676,0.0,68.24166473684211
677,0.0,63.53057863157895
678,0.0,56.2691612631579
679,0.0,69.55612978947369
680,0.0,90.5017125263158
681,0.0,94.238896
682,0.0,99.19603421052632
683,0.0,83.39437210526316
684,0.0,68.68799789473684
685,0.0,82.13709410526316
686,0.0,86.50685715789473
687,0.0,78.13968578947369
688,0.0,67.92963494736843
689,0.0,43.47318747368421
690,0.0,14.731648684210526
691,0.0,23.193029789473684
692,0.0,48.38575715789474
693,0.0,57.5456247368421
694,0.0,61.39712789473684
695,0.0,61.98502263157894
696,0.0,69.51927114285715
697,0.0,69.7194507368421
698,0.0,69.96355810526316
699,0.0,69.58932108333333
700,0.0,68.24166473684211
701,0.0,63.53057863157895
702,0.0,56.2691612631579
703,0.0,69.55612978947369
704,0.0,90.5017125263158
705,0.0,94.238896
706,0.0,99.19603421052632
707,0.0,83.39437210526316
708,0.0,68.68799789473684
709,0.0,82.13709410526316
710,0.0,86.50685715789473
711,0.0,78.13968578947369
712,0.0,67.92963494736843
713,0.0,43.47318747368421
714,0.0,14.731648684210526
715,0.0,23.193029789473684
716,0.0,48.38575715789474
717,0.0,57.5456247368421
718,0.0,61.39712789473684
719,0.0,61.98502263157894
720,0.0,69.51927114285715
721,0.0,69.7194507368421
722,0.0,69.96355810526316
723,0.0,69.58932108333333
724,0.0,68.24166473684211
725,0.0,63.53057863157895
726,0.0,56.2691612631579
727,0.0,69.55612978947369
728,0.0,90.5017125263158
729,0.0,94.238896
730,0.0,99.19603421052632
731,0.0,83.39437210526316
732,0.0,68.68799789473684
733,0.0,82.13709410526316
734,0.0,86.50685715789473
735,0.0,78.13968578947369
736,0.0,67.92963494736843
737,0.0,43.47318747368421
738,0.0,14.731648684210526
739,0.0,23.193029789473684
740,0.0,48.38575715789474
741,0.0,57.5456247368421
742,0.0,61.39712789473684
743,0.0,61.98502263157894
744,0.0,69.51927114285715
745,0.0,69.7194507368421
746,0.0,69.96355810526316
747,0.0,69.58932108333333
748,0.0,68.24166473684211
749,0.0,63.53057863157895
750,0.0,56.2691612631579
751,0.0,69.55612978947369
752,0.0,90.5017125263158
753,0.0,94.238896
754,0.0,99.19603421052632
755,0.0,83.39437210526316
756,0.0,68.68799789473684
757,0.0,82.13709410526316
758,0.0,86.50685715789473
759,0.0,78.13968578947369
760,0.0,67.92963494736843
761,0.0,43.47318747368421
762,0.0,14.731648684210526
763,0.0,23.193029789473684
764,0.0,48.38575715789474
765,0.0,57.5456247368421
766,0.0,61.39712789473684
767,0.0,61.98502263157894
768,0.0,69.51927114285715
769,0.0,69.7194507368421
770,0.0,69.96355810526316
771,0.0,69.58932108333333
772,0.0,68.24166473684211
773,0.0,63.53057863157895
774,0.0,56.2691612631579
775,0.0,69.55612978947369
776,0.0,90.5017125263158
777,0.0,94.238896
778,0.0,99.19603421052632
779,0.0,83.39437210526316
780,0.0,68.68799789473684
781,0.0,82.13709410526316
782,0.0,86.50685715789473
783,0.0,78.13968578947369
784,0.0,67.92963494736843
785,0.0,43.47318747368421
786,0.0,14.731648684210526
787,0.0,23.193029789473684
788,0.0,48.38575715789474
789,0.0,57.5456247368421
790,0.0,61.39712789473684
791,0.0,61.98502263157894
792,0.0,69.51927114285715
793,0.0,69.7194507368421
794,0.0,69.96355810526316
795,0.0,69.58932108333333
796,0.0,68.24166473684211
797,0.0,63.53057863157895
798,0.0,56.2691612631579
799,0.0,69.55612978947369
800,0.0,90.5017125263158
801,0.0,94.238896
802,0.0,99.19603421052632
803,0.0,83.39437210526316
804,0.0,68.68799789473684
805,0.0,82.13709410526316
806,0.0,86.50685715789473
807,0.0,78.13968578947369
808,0.0,67.92963494736843
809,0.0,43.47318747368421
810,0.0,14.731648684210526
811,0.0,23.193029789473684
812,0.0,48.38575715789474
813,0.0,57.5456247368421
814,0.0,61.39712789473684
815,0.0,61.98502263157894
816,0.0,69.51927114285715
817,0.0,69.7194507368421
818,0.0,69.96355810526316
819,0.0,69.58932108333333
820,0.0,68.24166473684211
821,0.0,63.53057863157895
822,0.0,56.2691612631579
823,0.0,69.55612978947369
824,0.0,90.5017125263158
825,0.0,94.238896
826,0.0,99.19603421052632
827,0.0,83.39437210526316
828,0.0,68.68799789473684
829,0.0,82.13709410526316
830,0.0,86.50685715789473
831,0.0,78.13968578947369
832,0.0,67.92963494736843
833,0.0,43.47318747368421
834,0.0,14.731648684210526
835,0.0,23.193029789473684
836,0.0,48.38575715789474
837,0.0,57.5456247368421
838,0.0,61.39712789473684
839,0.0,61.98502263157894
840,0.0,69.51927114285715
841,0.0,69.7194507368421
842,0.0,69.96355810526316
843,0.0,69.58932108333333
844,0.0,68.24166473684211
845,0.0,63.53057863157895
846,0.0,56.2691612631579
847,0.0,69.55612978947369
848,0.0,90.5017125263158
849,0.0,94.238896
850,0.0,99.19603421052632
851,0.0,83.39437210526316
852,0.0,68.68799789473684
853,0.0,82.13709410526316
854,0.0,86.50685715789473
855,0.0,78.13968578947369
856,0.0,67.92963494736843
857,0.0,43.47318747368421
858,0.0,14.731648684210526
859,0.0,23.193029789473684
860,0.0,48.38575715789474
861,0.0,57.5456247368421
862,0.0,61.39712789473684
863,0.0,61.98502263157894
864,0.0,69.51927114285715
865,0.0,69.7194507368421
866,0.0,69.96355810526316
867,0.0,69.58932108333333
868,0.0,68.24166473684211
869,0.0,63.53057863157895
870,0.0,56.2691612631579
871,0.0,69.55612978947369
872,0.0,90.5017125263158
873,0.0,94.238896
874,0.0,99.19603421052632
875,0.0,83.39437210526316
876,0.0,68.68799789473684
877,0.0,82.13709410526316
878,0.0,86.50685715789473
879,0.0,78.13968578947369
880,0.0,67.92963494736843
881,0.0,43.47318747368421
882,0.0,14.731648684210526
883,0.0,23.193029789473684
884,0.0,48.38575715789474
885,0.0,57.5456247368421
886,0.0,61.39712789473684
887,0.0,61.98502263157894
888,0.0,69.51927114285715
889,0.0,69.7194507368421
890,0.0,69.96355810526316
891,0.0,69.58932108333333
892,0.0,68.24166473684211
893,0.0,63.53057863157895
894,0.0,56.2691612631579
895,0.0,69.55612978947369
896,0.0,90.5017125263158
897,0.0,94.238896
898,0.0,99.19603421052632
899,0.0,83.39437210526316
900,0.0,68.68799789473684
901,0.0,82.13709410526316
902,0.0,86.50685715789473
903,0.0,78.13968578947369
904,0.0,67.92963494736843
905,0.0,43.47318747368421
906,0.0,14.731648684210526
907,0.0,23.193029789473684
908,0.0,48.38575715789474
909,0.0,57.5456247368421
910,0.0,61.39712789473684
911,0.0,61.98502263157894
912,0.0,69.51927114285715
913,0.0,69.7194507368421
914,0.0,69.96355810526316
915,0.0,69.58932108333333
916,0.0,68.24166473684211
917,0.0,63.53057863157895
918,0.0,56.2691612631579
919,0.0,69.55612978947369
920,0.0,90.5017125263158
921,0.0,94.238896
922,0.0,99.19603421052632
923,0.0,83.39437210526316
924,0.0,68.68799789473684
925,0.0,82.13709410526316
926,0.0,86.50685715789473
927,0.0,78.13968578947369
928,0.0,67.92963494736843
929,0.0,43.47318747368421
930,0.0,14.731648684210526
931,0.0,23.193029789473684
932,0.0,48.38575715789474
933,0.0,57.5456247368421
934,0.0,61.39712789473684
935,0.0,61.98502263157894
936,0.0,69.51927114285715
937,0.0,69.7194507368421
938,0.0,69.96355810526316
939,0.0,69.58932108333333
940,0.0,68.24166473684211
941,0.0,63.53057863157895
942,0.0,56.2691612631579
943,0.0,69.55612978947369
944,0.0,90.5017125263158
945,0.0,94.238896
946,0.0,99.19603421052632
947,0.0,83.39437210526316
948,0.0,68.68799789473684
949,0.0,82.13709410526316
950,0.0,86.50685715789473
951,0.0,78.13968578947369
952,0.0,67.92963494736843
953,0.0,43.47318747368421
954,0.0,14.731648684210526
955,0.0,23.193029789473684
956,0.0,48.38575715789474
957,0.0,57.5456247368421
958,0.0,61.39712789473684
959,0.0,61.98502263157894
960,0.0,69.51927114285715
961,0.0,69.7194507368421
962,0.0,69.96355810526316
963,0.0,69.58932108333333
964,0.0,68.24166473684211
965,0.0,63.53057863157895
966,0.0,56.2691612631579
967,0.0,69.55612978947369
968,0.0,90.5017125263158
969,0.0,94.238896
970,0.0,99.19603421052632
971,0.0,83.39437210526316
972,0.0,68.68799789473684
973,0.0,82.13709410526316
974,0.0,86.50685715789473
975,0.0,78.13968578947369
976,0.0,67.92963494736843
977,0.0,43.47318747368421
978,0.0,14.731648684210526
979,0.0,23.193029789473684
980,0.0,48.38575715789474
981,0.0,57.5456247368421
982,0.0,61.39712789473684
983,0.0,61.98502263157894
984,0.0,69.51927114285715
985,0.0,69.7194507368421
986,0.0,69.96355810526316
987,0.0,69.58932108333333
988,0.0,68.24166473684211
989,0.0,63.53057863157895
990,0.0,56.2691612631579
991,0.0,69.55612978947369
992,0.0,90.5017125263158
993,0.0,94.238896
994,0.0,99.19603421052632
995,0.0,83.39437210526316
996,0.0,68.68799789473684
997,0.0,82.13709410526316
998,0.0,86.50685715789473
999,0.0,78.13968578947369
1000,0.0,67.92963494736843
1001,0.0,43.47318747368421
1002,0.0,14.731648684210526
1003,0.0,23.193029789473684
1004,0.0,48.38575715789474
1005,0.0,57.5456247368421
