Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5398462e+08
33.228497,2.546662e+08
100,2.564287e+08
180,2.5826187e+08
300,2.601115e+08
358.64984,2.6043739e+08
360,2.6043946e+08, 2.6047163e+08
418.08374,2.5376117e+08
485.4471,2.3464576e+08
540,2.1721099e+08
600,2.0588253e+08
720,2.2281778e+08
900,2.2153782e+08
971.92377,2.1719555e+08
1000,2.1586798e+08
1080,2.1225758e+08
1260,2.0368747e+08
1440,1.9490896e+08
1620,1.8602338e+08
1800,1.7701653e+08
1948.3269,1.6951315e+08
1948.3289,1.6951306e+08
1948.3479,1.6951198e+08, 1.6951184e+08, 1.6951184e+08
1948.3645,1.6951125e+08
1980,1.6790157e+08
2160,1.587192e+08
2322.0935,1.5041914e+08
2340,1.4949746e+08
2520,1.4030962e+08
2700,1.3109645e+08
2880,1.2197101e+08
3060,112799256
3111.217,1.1018082e+08
3240,1.013218e+08
3420,8.856191e+07
3600,7.54147e+07
3632.1443,7.215141e+07
3780,65918988
3960,6.640798e+07
4140,6.650076e+07
4320,6.65798e+07
4500,6.665749e+07
4680,66735864
4860,66814356
5040,66892108
5220,66968476
5400,67043736
5580,6.711707e+07
5760,67188456
5940,6.725805e+07
6120,6.732495e+07
6300,6.738958e+07
6480,6.745189e+07
6660,6.751179e+07
6840,67569336
7020,6.762465e+07
7049.4004,6.763347e+07
7200,6.767745e+07
7380,6.771402e+07
7560,67748664
7740,6.778156e+07
7920,6.781272e+07
8100,67842504
8280,6.787085e+07
8460,6.789772e+07
8640,6.792313e+07
8820,6.79475e+07
9000,6.79707e+07
9180,67992664
9360,6.801338e+07
9540,6.803351e+07
9720,6.805301e+07
9900,68071656
10080,6.808944e+07
10260,68106376
10440,6.812246e+07
10620,6.813769e+07
10800,6.815206e+07
10980,6.815473e+07
11160,6.815669e+07
11340,6.815777e+07
11520,6.81588e+07
11700,68158504
11880,6.815807e+07
12060,6.815764e+07
12240,6.81572e+07
12420,68155816
12600,6.81542e+07
12780,6.815259e+07
12960,68150984
13140,68148296
13320,6.814518e+07
13500,6.814207e+07
13680,6.813896e+07
13860,6.813585e+07
14040,6.813274e+07
14220,68129624
14400,6.812651e+07
14580,6.806904e+07
14760,68011336
14940,67953336
15120,6.789531e+07
15300,6.783684e+07
15480,6.777831e+07
15660,6.771979e+07
15840,6.766127e+07
16020,67602216
16200,6.754303e+07
16380,6.748384e+07
16560,6.742466e+07
16740,6.736547e+07
16920,6.730629e+07
17100,6.72471e+07
17115.61,6.724197e+07
17115.99,6.724184e+07
17115.992,6.724184e+07
17116.023,67241496, 6.724182e+07, 6.724182e+07
17280,6.718796e+07
17443.887,67134024
17460,6.712872e+07
17640,67069424
17820,67010028
18000,6.695059e+07
18180,6.669024e+07
18360,66429812
18540,6.616928e+07
18720,65908744
18900,65648052
19080,65387348
19260,65126644
19440,6.486594e+07
19620,64605056
19800,64344132
19980,64083204
20160,6.382228e+07
20340,6.356135e+07
20520,63300428
20700,6.30395e+07
20880,62778576
21060,6.25176e+07
21240,6.225659e+07
21420,61995588
21600,6.173458e+07
21780,61114732
21960,60494856
22140,59874948
22320,59255036
22500,58635076
22680,58015108
22860,5.739514e+07
23040,56775172
23220,56155144
23400,5.55351e+07
23580,5.491506e+07
23760,54295016
23940,53674972
24120,5.305493e+07
24300,5.243489e+07
24480,51814844
24660,51194784
24840,5.057471e+07
25020,49954644
25200,49334572
25380,49342924
25560,49351268
25740,49359596
25920,4.936793e+07
26100,4.937624e+07
26280,49384548
26460,4.939286e+07
26640,4.940117e+07
26820,4.940946e+07
27000,49417744
27180,49426028
27360,49434316
27540,4.94426e+07
27720,49450884
27900,4.945917e+07
28080,49467456
28260,49475736
28440,49484012
28620,49492284
28800,4.950056e+07
28980,5.189232e+07
29160,5.428407e+07
29340,56675824
29520,59067572
29700,61459316
29880,6.385106e+07
30060,66242804
30240,6.863455e+07
30420,7.102629e+07
30600,7.341802e+07
30780,7.580975e+07
30960,7.820149e+07
31140,80593224
31320,8.298496e+07
31500,85376696
31680,8.776843e+07
31860,9.016016e+07
32040,92551896
32220,94943624
32400,9.733536e+07
32580,9.776425e+07
32760,9.819313e+07
32940,9.862202e+07
33120,99050904
33300,99479784
33480,99908664
33660,1.0033755e+08
33840,1.0076643e+08
34020,1.0119531e+08
34200,1.0162419e+08
34380,1.0205307e+08
34560,1.0248195e+08
34740,1.0291083e+08
34920,1.0333971e+08
35100,1.0376859e+08
35280,1.0419747e+08
35460,1.0462635e+08
35640,1.0505523e+08
35820,1.0548411e+08
36000,105912984
36180,1.0663574e+08
36360,1.073585e+08
36540,108081256
36720,1.0880401e+08
36900,1.0952677e+08
37080,1.1024952e+08
37260,1.1097227e+08
37440,1.1169503e+08
37620,112417784
37800,113140536
37980,1.138633e+08
38160,1.1458605e+08
38340,1.153088e+08
38520,1.1603155e+08
38700,1.167543e+08
38880,117477064
39060,118199816
39240,1.1892257e+08
39420,1.1964532e+08
39600,1.2036808e+08
39780,1.206374e+08
39960,1.2090672e+08
40140,1.2117604e+08
40320,1.2144536e+08
40500,1.2171467e+08
40680,1.2198399e+08
40860,1.2225331e+08
41040,1.2252263e+08
41220,1.2279195e+08
41400,1.2306127e+08
41580,1.2333059e+08
41760,1.2359991e+08
41940,1.2386923e+08
42120,1.2413855e+08
42300,1.2440787e+08
42480,1.2467719e+08
42660,1.2494651e+08
42840,1.2521582e+08
43020,125485144
43200,1.2575446e+08
43380,1.2350335e+08
43560,1.2125224e+08
43740,1.1900112e+08
43920,1.1675001e+08
44100,1.144989e+08
44280,112247784
44460,109996664
44640,1.0774555e+08
44820,1.0549444e+08
45000,1.0324333e+08
45180,1.0099221e+08
45360,98741096
45540,9.648998e+07
45720,9.423886e+07
45900,9.198775e+07
46080,8.973664e+07
