Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5398666e+08
33.228497,2.5467296e+08
100,2.5644901e+08
180,2.582984e+08
300,2.6017238e+08
358.64984,2.6051019e+08
360,2.6051253e+08, 2.605447e+08
418.08374,2.5384603e+08
485.4471,2.3474429e+08
540,2.173206e+08
600,2.0600432e+08
720,2.2296392e+08
900,2.2172051e+08
971.92377,2.1739283e+08
1000,2.1607094e+08
1080,2.1247678e+08
1260,2.0394322e+08
1440,1.9520125e+08
1620,1.863522e+08
1800,1.7738187e+08
1948.3269,1.699086e+08
1948.3289,1.6990851e+08
1948.3479,1.6990744e+08, 1.699073e+08, 1.699073e+08
1948.3645,1.699067e+08
1980,1.6830344e+08
2160,1.5915762e+08
2322.0935,1.5089045e+08
2340,1.499724e+08
2520,1.408211e+08
2700,1.3164446e+08
2880,1.2255556e+08
3060,113420344
3111.217,110812296
3240,1.0197942e+08
3420,8.925607e+07
3600,7.614539e+07
3632.1443,72882824
3780,6.665375e+07
3960,6.714682e+07
4140,6.724366e+07
4320,6.732677e+07
4500,6.740853e+07
4680,6.749098e+07
4860,6.757354e+07
5040,6.765536e+07
5220,6.77358e+07
5400,6.781513e+07
5580,67892536
5760,6.796799e+07
5940,6.804165e+07
6120,6.811262e+07
6300,6.818133e+07
6480,68247704
6660,6.831167e+07
6840,6.837329e+07
7020,6.843267e+07
7049.4004,6.844215e+07
7200,68489544
7380,6.852925e+07
7560,6.856703e+07
7740,68603064
7920,6.863737e+07
8100,6.867029e+07
8280,6.870177e+07
8460,68731784
8640,6.876033e+07
8820,6.878784e+07
9000,68814184
9180,6.883928e+07
9360,6.886313e+07
9540,6.88864e+07
9720,6.890904e+07
9900,68930824
10080,6.895175e+07
10260,6.897182e+07
10440,6.899105e+07
10620,69009416
10800,6.902693e+07
10980,6.903275e+07
11160,6.903788e+07
11340,6.904212e+07
11520,6.904632e+07
11700,6.904919e+07
11880,6.905192e+07
12060,6.905465e+07
12240,6.905738e+07
12420,6.905915e+07
12600,6.90607e+07
12780,6.906226e+07
12960,6.906381e+07
13140,6.906429e+07
13320,69064344
13500,6.906439e+07
13680,6.906445e+07
13860,6.90645e+07
14040,6.906455e+07
14220,6.90646e+07
14400,6.906465e+07
14580,6.903669e+07
14760,6.900849e+07
14940,6.897998e+07
15120,68951464
15300,6.892249e+07
15480,6.889347e+07
15660,68864456
15840,6.883543e+07
16020,6.880588e+07
16200,6.877619e+07
16380,6.874651e+07
16560,6.871683e+07
16740,68687144
16920,68657464
17100,68627784
17115.61,6.862521e+07
17115.99,68625144
17115.992,68625144
17116.023,6.86248e+07, 6.862513e+07, 6.862513e+07
17280,6.859814e+07
17443.887,68571064
17460,6.856841e+07
17640,68538616
17820,6.850872e+07
18000,6.847879e+07
18180,6.854815e+07
18360,6.861744e+07
18540,6.868663e+07
18720,68755816
18900,6.882484e+07
19080,6.889386e+07
19260,6.896287e+07
19440,6.903189e+07
19620,6.910072e+07
19800,6.916952e+07
19980,6.923831e+07
20160,6.93071e+07
20340,69375896
20520,6.944469e+07
20700,6.951348e+07
20880,6.958227e+07
21060,69651016
21240,6.971973e+07
21420,6.978844e+07
21600,6.985715e+07
21780,6.977827e+07
21960,6.969936e+07
22140,6.962041e+07
22320,69541464
22500,6.946246e+07
22680,6.938346e+07
22860,69304456
23040,6.922545e+07
23220,6.914638e+07
23400,69067304
23580,6.898822e+07
23760,68909144
23940,6.883006e+07
24120,68750984
24300,6.86719e+07
24480,68592824
24660,6.851373e+07
24840,68434616
25020,6.835551e+07
25200,6.82764e+07
25380,6.837895e+07
25560,6.848149e+07
25740,6.858402e+07
25920,6.868654e+07
26100,6.878906e+07
26280,6.889156e+07
26460,6.899407e+07
26640,69096584
26820,69199064
27000,6.930155e+07
27180,6.940403e+07
27360,6.950651e+07
27540,6.9609e+07
27720,6.971148e+07
27900,6.981396e+07
