Power
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011334514693605115
0.014022823044735995
0.02501631207212562
0.024120310541605645
0.036455860936838426
0.0239416239385629
0.012737693333065856
0.004082119677777902
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0006705698515870254
0.003200611151856815
0.01122852130236507
0.01832296577994906
0.02797003299760151
0.02215399815899859
0.01656118033440983
0.002602411716117108
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.008658123810012951
0.02289751931478162
0.017643096404633667
0.010725706494416409
0.02283886452911226
0.0167046844300448
0.016565829683969045
6.104175243598694e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03381769545369138
0.0627124117126188
0.07701970294726933
0.08212040195223282
0.07091929502030818
0.05227431246047241
0.028782953847626858
0.00787282254819282
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.009369870187390751
0.041394148931748254
0.0743584195503288
0.08561298438278594
0.08184204258118927
0.0674046866685482
0.0512818073010149
0.020440753774818517
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.013389742254574538
0.023927173693263682
0.023435897748178423
0.023770033281693654
0.02031397903669388
0.017442341056282784
0.010566491572163605
0.004838430691837023
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.013388794212964433
0.029525025877855052
0.03590367698928222
0.03317577650167249
0.029585175336401984
0.02606704597168851
0.022627368748956645
0.011995544269729711
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.007123719918410075
0.018521306469199337
0.021988266434446888
0.013953630747091725
0.029960215613709987
0.014902972060342067
0.005385673350905043
0.005506946302884409
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03275854871682276
0.06473894456773835
0.09098374438741785
0.10172710826224131
0.09946985874211411
0.08550499222918735
0.05941376449245024
0.025887656200155304
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.040491278211345356
0.07383173725168486
0.09420257395051035
0.10491943684490852
0.10266486034981957
0.08838771253491358
0.061710024427196024
0.027337705126382485
0.0
0.0
0.0
0.0
0.0
0.0
