Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999998,21.4565483555613,21830436.996254165
2,1.0,0.5999999999999998,21.31252937040895,21369392.78883074
3,1.0,0.5999999999999998,21.281964612568892,23332029.356311936
4,1.0,0.5999999999999998,21.342012782785627,27491653.35869521
5,1.0,0.5999999999999998,22.21281411750905,30035027.28495356
6,1.0,0.5999999999999998,25.898965497910954,52586294.58301984
7,1.0,0.6262808218232038,37.658642931462595,94479788.85148498
8,1.0,0.7386437413369892,49.3462811678952,90584846.50275934
9,1.0,0.5999999999999998,13.910064851630294,89234529.57919411
10,1.0,0.5999999999999998,16.976720913958733,75575684.87253955
11,1.0,0.5999999999999998,13.091386179533394,62539485.0220801
12,1.0,0.5999999999999998,12.300604722215326,56561249.76802597
13,1.0,0.7185813650086023,48.27573391660505,60996753.22623509
14,1.0,0.6019024853053577,32.16829634163256,51849333.879564464
15,1.0,0.5999999999999998,16.821084657571355,35197377.85917409
16,1.0,0.5999999999999998,20.442778666300573,30696781.03486757
17,1.0,0.5999999999999998,24.691708917211507,29897406.3104443
18,1.0,0.5999999999999998,31.285864368006184,47904471.52233797
19,0.9929777390237315,1.0,72.06220533144554,67003395.95123724
20,0.9507546632454048,1.0,87.23545330477347,70087847.42811187
21,1.0,0.7333624107393287,49.19185738238551,55350829.48573256
22,1.0,0.6004383306135832,36.55924405373894,46770088.36522985
23,1.0,0.5999999999999998,30.364916300158963,40550737.90778032
24,1.0,0.5999999999999998,29.322786211303043,34787484.304415315
