Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000009,21.8173233656173,20063266.887314048
2,1.0,0.6000000000000009,21.653082352421258,18559024.02141688
3,1.0,0.6000000000000009,21.611861690018465,20158913.74282212
4,1.0,0.6000000000000009,21.652032654605833,23443490.64852524
5,1.0,0.6000000000000009,23.047169092958903,24825596.81446865
6,1.0,0.6000000000000009,27.754038661396493,46230160.93382994
7,1.0,0.6000000000000009,41.31717747491135,86641037.40733218
8,1.0,0.6006942687022617,53.56353662698596,81674348.55297706
9,1.0,0.6000000000000009,22.30530730150219,79906728.77185735
10,1.0,0.6000000000000009,28.20287954191605,65033770.41586578
11,1.0,0.6000000000000009,18.937779337482624,52342000.525678985
12,1.0,0.6000000000000009,18.29447557939172,47699323.294235826
13,1.0,0.6778060204647157,65.7754110125336,54885358.7527621
14,1.0,0.6057420698321848,52.71704209546772,46169884.10920655
15,1.0,0.6000000000000009,23.142637495067355,30441670.24451764
16,1.0,0.6000000000000009,25.451631185151864,26309070.182893097
17,1.0,0.6000000000000009,33.250004157976996,24865992.63815555
18,1.0,0.6000000000000009,40.2329114821798,43099053.99316322
19,1.0,0.8609539988837362,76.51861197641595,62082161.17274388
20,0.9951073983634311,0.9988344473738734,91.38724995350378,63731371.893501826
21,1.0,0.6000000000000009,51.06046728735397,46914244.25742758
22,1.0,0.6000000000000009,38.67312983875587,36932243.57281616
23,1.0,0.6000000000000009,31.369731481287257,29083472.625473175
24,1.0,0.6000000000000009,29.9554910056144,22101478.99254937
