Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000006,29.876393492393,350198405.71111286
2,1.0,0.6000000000000006,29.986289176402423,354553488.00262195
3,1.0,0.6000000000000006,30.16686608057474,360284598.9049115
4,1.0,0.6000000000000006,30.424968766780854,368193113.3413058
5,1.0,0.6000000000000006,32.24575183267552,372417383.3771946
6,1.0,0.6070078430897545,39.460311078328004,397563504.321732
7,0.9887063118088171,0.9802396662483496,71.78983461106478,442053634.53129846
8,0.9750180938521387,0.9965860626248528,78.22729224439468,439910854.7274056
9,1.0,0.6519835159226637,43.39596987706146,442762959.21090996
10,1.0,0.6660109057236132,43.91991207098093,432739361.59797066
11,1.0,0.602979701486628,32.090699531106615,415201198.47115034
12,1.0,0.6005443278245813,28.811434282913787,377120575.02153146
13,0.9781846792217516,1.0,77.26315393261784,337066785.0604662
14,0.9958060064193948,0.9483698927456988,65.70988568141624,292244806.5961166
15,1.0,0.6051187740677061,35.9998274345065,253654636.8014003
16,1.0,0.6019665171895399,34.72113761729072,230706392.62713268
17,1.0,0.6000566082446065,34.372574229763046,228840446.82666782
18,1.0,0.6137088068274139,39.653265049749415,266676236.21383992
19,0.9642282414279726,1.0,82.6221001350623,323111647.4196932
20,0.8985132865094301,1.0,105.12290069917113,349819267.98481256
21,0.9913294592946236,0.9870861541896527,67.05841567327023,348183651.0325573
22,1.0,0.8295713565953975,53.75425375998365,349837670.85435647
23,1.0,0.6058590196300695,39.809311283386165,350981005.3194428
24,1.0,0.6000000000000006,33.957593830841766,353092130.82661676
