Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.600000000000001,28.950368200699636,323074206.4581228
2,1.0,0.600000000000001,29.064778273672243,327591576.8536465
3,1.0,0.600000000000001,29.28118956113591,334705940.8282811
4,1.0,0.600000000000001,29.55480979100766,343092620.9504072
5,1.0,0.600000000000001,31.39815386010583,349177751.56380147
6,1.0,0.6003825295306772,38.19029260284429,375650486.4560248
7,0.9973480533661752,0.9947510978522894,68.55364065747133,421696213.08705384
8,0.9867855323918653,0.9997413640941301,74.35810562053307,419617317.5829777
9,1.0,0.600000000000001,31.085308736603178,421868975.3352069
10,1.0,0.600000000000001,26.96296721410363,414159240.0896097
11,1.0,0.600000000000001,22.388831286264207,392363890.01892686
12,1.0,0.600000000000001,19.85602806767738,341342953.5266665
13,1.0,0.8329903182643741,54.11926203812807,288727993.90524256
14,1.0,0.6089402481109043,36.68706965501017,236999833.11369774
15,1.0,0.600000000000001,20.13204770797601,193822479.32970777
16,1.0,0.600000000000001,22.514085188608398,169748832.35007975
17,1.0,0.600000000000001,26.530203136555787,163556948.03729463
18,1.0,0.600000000000001,30.104637533625944,204748058.4527071
19,0.9710528868577972,1.0,80.28362029700078,269639055.3230161
20,0.903363282237506,1.0,103.4622621618779,303375017.04984576
21,0.9959236835219081,0.9901951054081065,65.45761188680174,305976606.24272186
22,1.0,0.727016717663672,48.8571906323534,310740754.07319564
23,1.0,0.6003980676570442,36.56078991093399,316127595.9559934
24,1.0,0.600000000000001,30.888634204168962,318765039.5777942
