Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999999,25.79472629392342,351700838.2640073
2,1.0,0.5999999999999999,25.81613480760188,356899722.0000136
3,1.0,0.5999999999999999,25.925551366025367,368660475.6784882
4,1.0,0.5999999999999999,26.090244738620534,384713107.19212526
5,1.0,0.5999999999999999,28.47725187125181,392834734.30617326
6,1.0,0.5999999999999999,33.85673812454026,425838252.41779274
7,1.0,0.5999999999999999,49.81280098859217,482277429.28850263
8,1.0,0.70888586546183,67.72745778853604,480737554.3651495
9,1.0,0.5999999999999999,54.69968358119488,479122557.9669155
10,1.0,0.7097614069796451,65.83884044396919,455577725.20085245
11,1.0,0.6153156913250241,58.590352750680964,442204238.56994975
12,1.0,0.5999999999999999,53.72667241836186,417019999.8199608
13,0.9492832513194567,1.0,107.86968079894964,389477102.0070309
14,0.9714039019322761,0.9585869931132186,95.3106562897338,329542458.9585081
15,1.0,0.604274934369357,57.33791651590441,287232514.07660633
16,1.0,0.5999999999999999,50.82992235837207,264698741.31210148
17,1.0,0.5999999999999999,45.729744231198,262546203.59469193
18,1.0,0.5999999999999999,53.52982821389716,319259315.4956093
19,0.9869019535326783,0.9908043013001752,93.19244756062237,376423140.67936987
20,0.9470050604371706,1.0,108.78522559966828,400002249.18096066
21,1.0,0.6179129350936954,62.73071668617526,392756889.8976349
22,1.0,0.5999999999999999,53.5751426858076,392189194.5145197
23,1.0,0.5999999999999999,41.97264967028667,389829879.31514525
24,1.0,0.5999999999999999,32.24619408115982,386886794.35303843
