Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999994,23.21039537624858,29995288.729100328
2,1.0,0.5999999999999994,23.125775409078816,31345069.56383731
3,1.0,0.5999999999999994,23.109042806214028,35790147.38175676
4,1.0,0.5999999999999994,23.139442523953683,44400025.5315829
5,1.0,0.5999999999999994,24.096841630048992,51547464.1802059
6,1.0,0.5999999999999994,28.56764735782316,84448113.33213514
7,1.0,0.5999999999999994,42.18696934754459,141074805.4123455
8,1.0,0.6030834077160245,58.142136305728584,136977325.70189834
9,1.0,0.5999999999999994,22.250177658328596,134802347.79856324
10,1.0,0.5999999999999994,28.19548569053479,110896002.78065412
11,1.0,0.5999999999999994,25.69380748942412,86694008.04496942
12,1.0,0.5999999999999994,25.582564890866884,75522338.994517
13,1.0,0.637546632230272,64.3215315610395,80098600.84836034
14,1.0,0.5999999999999994,45.95304654992822,67756809.9798582
15,1.0,0.5999999999999994,27.9452550740666,45938930.902545445
16,1.0,0.5999999999999994,29.568686125120884,39288089.01738622
17,1.0,0.5999999999999994,31.436559700822794,37913283.87618518
18,1.0,0.5999999999999994,35.79392911696178,61121386.368445046
19,1.0,0.8982023014166658,78.44720086658563,86461546.89624514
20,0.9890792228759416,0.9996142783852684,94.33808431243408,90201087.56598108
21,1.0,0.5999999999999994,52.72566402156008,70629196.7637895
22,1.0,0.5999999999999994,39.05475944346679,58874024.54423689
23,1.0,0.5999999999999994,32.58620446361804,50530880.88896526
24,1.0,0.5999999999999994,31.74754699069494,43470067.63215223
