Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.600000000000001,27.580606074749085,542664451.2034025
2,1.0,0.600000000000001,27.638682280602428,551634489.5905434
3,1.0,0.600000000000001,27.74010329502792,563246771.6695167
4,1.0,0.600000000000001,27.871708592783406,576420902.9997134
5,1.0,0.600000000000001,29.76849283604418,585779475.5088707
6,1.0,0.600000000000001,36.60100839450898,621024978.4415702
7,1.0,0.7097767417094253,68.76737456373631,682510619.1447604
8,1.0,0.8538991374929581,76.13456777511483,679460412.9604809
9,1.0,0.600000000000001,30.969459462233697,681881651.3900353
10,1.0,0.600000000000001,28.358095266530803,669191502.2263619
11,1.0,0.600000000000001,25.371835459140485,630872690.0598636
12,1.0,0.600000000000001,24.28762924133117,551669597.6134562
13,1.0,0.6213154114980338,62.610367552310294,474802075.073148
14,1.0,0.600000000000001,43.09599364361618,396802277.00559634
15,1.0,0.600000000000001,24.050577981324082,330644879.4149627
16,1.0,0.600000000000001,24.968322307965835,299900266.79271275
17,1.0,0.600000000000001,27.66329747624365,295456819.8164778
18,1.0,0.600000000000001,30.454082623762847,352246884.7711128
19,0.9998316255573719,0.9801929807412365,84.398043788581,432389458.35690284
20,0.9453186361238243,1.0,109.32656780425248,484643961.8873418
21,1.0,0.68319435127428,67.6578875031724,497081451.12298447
22,1.0,0.600000000000001,49.43631712398044,511565268.5470414
23,1.0,0.600000000000001,35.9979861608417,527401996.8224557
24,1.0,0.600000000000001,29.84171023906257,538196097.9906523
