Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.53972e+08
33.228497,2.5462422e+08
100,2.5630235e+08
180,2.5803443e+08
300,2.5973245e+08
358.64984,2.5998424e+08
360,2.5998459e+08, 2.6001677e+08
418.08374,2.5323291e+08
485.4471,2.340324e+08
540,2.165287e+08
600,2.0512442e+08
720,2.2190805e+08
900,2.2040067e+08
971.92377,2.159675e+08
1000,2.1460446e+08
1080,2.1089298e+08
1260,2.0209544e+08
1440,1.9308949e+08
1620,1.8397648e+08
1800,1.7474219e+08
1948.3269,1.6705141e+08
1948.3289,1.6705131e+08
1948.3479,1.670502e+08, 1.6705006e+08, 1.6705006e+08
1948.3645,1.6704946e+08
1980,1.6539979e+08
2160,1.5599e+08
2322.0935,1.4748512e+08
2340,1.4654082e+08
2520,1.3712555e+08
2700,1.2768494e+08
2880,1.1833207e+08
3060,1.0893289e+08
3111.217,106249736
3240,9.7228e+07
3420,8.424068e+07
3600,7.086603e+07
3632.1443,67598744
3780,61347976
3960,61814624
4140,61885056
4320,6.194175e+07
4500,6.19971e+07
4680,6.205313e+07
4860,6.210927e+07
5040,62164684
5220,62218708
5400,62271624
5580,62322612
5760,62371656
5940,62418904
6120,6.246346e+07
6300,62505748
6480,6.254571e+07
6660,62583268
6840,62618468
7020,6.265143e+07
7049.4004,62656604
7200,62681892
7380,62708696
7560,62733572
7740,62756704
7920,62778104
8100,62798124
8280,6.28167e+07
8460,6.283381e+07
8640,6.284945e+07
8820,62864056
9000,6.28775e+07
9180,62889692
9360,6.290063e+07
9540,62911004
9720,6.292074e+07
9900,62929616
10080,62937644
10260,62944816
10440,62951132
10620,62956596
10800,6.296121e+07
10980,62963296
11160,62964696
11340,62965204
11520,6.296567e+07
11700,6.296481e+07
11880,62963804
12060,6.29628e+07
12240,62961796
12420,6.295984e+07
12600,62957664
12780,62955484
12960,62953304
13140,62950056
13320,62946372
13500,62942692
13680,62939012
13860,62935332
14040,62931652
14220,62927972
14400,6.292429e+07
14580,62832068
14760,62739612
14940,62646852
15120,6.255408e+07
15300,62460852
15480,6.236758e+07
15660,62274304
15840,6.218103e+07
16020,6.208722e+07
16200,6.199328e+07
16380,61899344
16560,61805404
16740,61711468
16920,6.161753e+07
17100,6.152359e+07
17115.61,61515444
17115.99,61515244
17115.992,61515244
17116.023,61514892, 61515216, 61515216
17280,61429696
17443.887,61344116
17460,61335704
17640,61241656
17820,61147508
18000,6.105332e+07
18180,60673412
18360,60293424
18540,59913332
18720,5.953324e+07
18900,59152996
19080,58772732
19260,5.839247e+07
19440,58012212
19620,5.763177e+07
19800,5.725129e+07
19980,56870804
20160,5.649032e+07
20340,56109836
20520,5.572935e+07
20700,55348868
20880,54968388
21060,54587856
21240,54207292
21420,5.382673e+07
21600,53446164
21780,52110756
21960,50775324
22140,49439856
22320,48104384
22500,4.676889e+07
22680,45433384
22860,4.409786e+07
23040,42762332
23220,4.142679e+07
23400,4.009124e+07
23580,3.875568e+07
23760,3.742011e+07
23940,36084532
24120,34748944
24300,33413344
24480,32077734
24660,30742118
24840,29406496
25020,28070864
25200,26735222
25380,26673982
25560,26612732
25740,26551474
25920,26490214
26100,26428946
26280,26367676
26460,2.63064e+07
26640,26245122
26820,26183842
27000,26122558
27180,26061272
27360,25999982
27540,2.593869e+07
27720,25877394
27900,25816096
28080,25754796
28260,25693492
28440,25632186
28620,2.557088e+07
28800,25509568
28980,26524386
29160,27539202
29340,28554014
29520,29568826
29700,30583636
29880,31598446
30060,32613252
30240,3.362806e+07
30420,34642864
30600,3.565767e+07
30780,36672476
30960,3.768728e+07
31140,3.870208e+07
31320,39716884
31500,40731684
31680,41746484
31860,42761284
32040,4.377608e+07
32220,4.479088e+07
32400,45805676
32580,4.561655e+07
32760,45427424
32940,45238292
33120,45049164
33300,44860036
33480,44670904
33660,44481776
33840,44292644
34020,4.410351e+07
34200,4.391438e+07
34380,4.372525e+07
34560,43536116
34740,43346984
34920,43157852
35100,4.296872e+07
35280,42779588
35460,42590456
35640,42401324
35820,4.221219e+07
36000,4.202306e+07
36180,42748724
36360,4.347439e+07
36540,44200056
36720,4.492572e+07
36900,45651384
37080,46377052
37260,47102716
37440,4.782838e+07
37620,48554044
37800,49279708
37980,50005372
38160,50731036
38340,5.14567e+07
38520,52182364
38700,52908028
38880,53633692
39060,54359356
39240,5.508502e+07
39420,55810684
39600,56536348
39780,56674036
39960,56811724
40140,56949412
40320,57087104
40500,5.722479e+07
40680,5.736248e+07
40860,5.750017e+07
41040,57637856
41220,57775544
41400,57913228
41580,58050916
41760,58188604
41940,58326292
42120,5.846398e+07
42300,58601668
42480,58739356
42660,58877044
42840,59014732
43020,5.915242e+07
43200,59290108
43380,5.735939e+07
43560,55450896
43740,53542904
43920,51635012
44100,49727164
44280,4.781933e+07
44460,4.591151e+07
44640,44003696
44820,42095884
45000,40188076
45180,38280276
45360,3.637248e+07
45540,34464684
45720,32556896
45900,3.064911e+07
46080,2.874133e+07
46260,2.683355e+07
46440,24925774
46620,23018002
46800,21110232
46980,21408648
47160,2.166267e+07
47340,21915696
47520,2.21685e+07
47700,22421194
47880,22673846
48060,22926496
48240,23179144
48420,23431744
48600,23684326
48780,23936908
48960,24189486
49140,2.444203e+07
49320,2.469456e+07
49500,24947086
49680,25199612
49860,25452126
50040,25704626
50220,25957118
50400,26209602
50580,27357292
50760,28527194
50940,29697586
51120,30868086
51300,32038616
51480,33209164
51660,3.437972e+07
51840,3.555028e+07
52020,36720844
52200,37891412
52380,39061984
52560,4.023256e+07
52740,41403136
52920,4.257372e+07
53100,43744304
53280,4.491489e+07
53460,4.608548e+07
53640,4.725607e+07
53820,48426664
54000,4.959726e+07
54180,49769584
54360,49941908
54540,5.011423e+07
54720,5.028656e+07
54900,50458892
55080,50631224
55260,50803556
55440,50975892
55620,51148228
55800,5.132057e+07
55980,51492908
56160,51665244
56340,51837584
56520,52009924
56700,52182264
56880,5.23546e+07
57060,52526944
57240,52699284
57420,52871624
57600,5.304397e+07
57780,5.317782e+07
57960,5.331167e+07
58140,5.344553e+07
58320,53579384
58500,5.371324e+07
58680,53847096
58860,5.398095e+07
59040,5.411481e+07
59220,54248668
59400,54382524
59580,54516384
59760,54650244
59940,5.47841e+07
60120,5.491796e+07
60300,5.505182e+07
60480,55185676
60660,55319536
60840,55453396
61020,55587256
61200,55721116
61380,5.544556e+07
61560,5.517001e+07
61740,54894452
61920,5.46189e+07
62100,54343348
62280,5.406779e+07
62460,5.379224e+07
62640,5.351669e+07
62820,53241136
63000,52965584
63180,5.269003e+07
63360,5.241448e+07
63540,5.213893e+07
63720,51863376
63900,51587824
64080,5.131227e+07
64260,5.103672e+07
64440,5.076117e+07
64620,50485616
64800,50210064
64980,48896452
65160,4.758284e+07
65340,46269228
65520,44955616
65700,43642004
65880,4.232839e+07
66060,4.101478e+07
66240,39701172
66420,3.838756e+07
66600,37073948
66780,35760336
66960,34446724
67140,33133114
67320,31819502
67500,3.050589e+07
67680,2.919228e+07
67860,27878668
68040,26565058
68220,25251446
68400,23937834
68431.984,23735206
68580,23288842
68760,23114772
68940,22941844
69120,22768714
69300,22595162
69480,22420558
69660,22244946
69840,22068752
70020,2.189151e+07
70200,21713212
70380,21534324
70560,2.135456e+07
70740,2.117374e+07
70920,20991862
71100,20808928
71280,20624938
71460,2.043989e+07
71640,2.025392e+07
71820,2.006689e+07
72000,19878802
72006.76,1.996441e+07
72180,2.114837e+07
72360,21518692
72540,21870734
72720,22218868
72900,22565048
73080,22909654
73260,23252622
73440,23594356
73620,2.393476e+07
73800,24273832
73980,24611612
74160,2.49481e+07
74340,25283262
74520,25617114
74700,25949662
74880,26280902
75060,26610912
75240,26939652
75420,27267118
75600,27593312
75780,27613196
75960,28086464
76140,28570484
76320,29056416
76500,29542776
76680,3.002956e+07
76860,30516346
77040,3.100313e+07
77220,31490106
77400,31977248
77580,3.246439e+07
77760,32951534
77940,33438856
78120,33926396
78300,34413932
78480,3.490147e+07
78660,3.538901e+07
78840,35876548
79020,3.636409e+07
79200,36851624
79380,3.763636e+07
79560,38421156
79740,39206036
79920,3.999092e+07
80100,4.077592e+07
80280,41560936
80460,4.234595e+07
80640,4.313097e+07
80820,43916124
81000,44701316
81180,45486508
81360,46271696
81540,4.705689e+07
81720,4.784208e+07
81900,4.862727e+07
82080,49412464
82260,50197692
82440,50982948
82620,51768204
82800,52553456
82980,52846964
83160,53140496
83340,53434052
83520,5.372761e+07
83700,5.402121e+07
83880,5.431481e+07
84060,54608412
84240,54902016
84420,55195668
84600,55489332
84780,55782996
84960,56076656
85140,5.637032e+07
85320,56663984
85500,5.695765e+07
85680,5.725131e+07
85860,57544988
86040,5.783867e+07
86220,5.813236e+07
86400,58426044
86580,5.842595e+07
86760,58425864
86940,58425788
87120,5.842571e+07
87300,5.842565e+07
87480,58425588
87660,5.842553e+07
87840,58425468
88020,58425424
88200,58425384
88380,58425344
88560,58425304
88740,58425264
88920,58425224
89100,58425184
89280,58425144
89460,58425108
89640,58425076
89820,58425044
90000,58425012
