Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5398242e+08
33.228497,2.5465885e+08
100,2.5640656e+08
180,2.5822202e+08
300,2.6004509e+08
358.64984,2.60358e+08
360,2.6035978e+08, 2.6039194e+08
418.08374,2.5366862e+08
485.4471,2.345383e+08
540,2.1709146e+08
600,2.0574971e+08
720,2.226584e+08
900,2.2133861e+08
971.92377,2.169804e+08
1000,2.1564661e+08
1080,2.1201851e+08
1260,2.0340856e+08
1440,1.9459019e+08
1620,1.8566477e+08
1800,1.7661808e+08
1948.3269,1.6908187e+08
1948.3289,1.6908178e+08
1948.3479,1.6908069e+08, 1.6908056e+08, 1.6908056e+08
1948.3645,1.6907995e+08
1980,1.6746326e+08
2160,1.5824106e+08
2322.0935,1.499051e+08
2340,1.4897947e+08
2520,1.3975178e+08
2700,1.3049877e+08
2880,1.2133348e+08
3060,1.1212188e+08
3111.217,109492104
3240,100604584
3420,8.780485e+07
3600,7.461779e+07
3632.1443,7.135213e+07
3780,65108784
3960,6.558448e+07
4140,6.566396e+07
4320,65729704
4500,6.57941e+07
4680,65859176
4860,65924372
5040,65988828
5220,66051904
5400,66113864
5580,66173904
5760,66231996
5940,66288292
6120,66341896
6300,6.639323e+07
6480,66442244
6660,6.648885e+07
6840,6.65331e+07
7020,6.657511e+07
7049.4004,6.658176e+07
7200,6.661462e+07
7380,66649012
7560,66681476
7740,66712196
7920,66741184
8100,6.676879e+07
8280,66794956
8460,66819652
8640,66842884
8820,6.686508e+07
9000,66886108
9180,6.690589e+07
9360,6.692442e+07
9540,6.694238e+07
9720,6.69597e+07
9900,6.697617e+07
10080,66991784
10260,67006544
10440,6.702045e+07
10620,6.70335e+07
10800,6.70457e+07
10980,6.705404e+07
11160,6.706169e+07
11340,6.706845e+07
11520,6.707517e+07
11700,67080556
11880,6.70858e+07
12060,6.709105e+07
12240,67096296
12420,6.710059e+07
12600,67104664
12780,67108736
12960,6.711281e+07
13140,6.711581e+07
13320,67118376
13500,6.712095e+07
13680,6.712352e+07
13860,6.712609e+07
14040,67128664
14220,6.713123e+07
14400,6.71338e+07
14580,6.705136e+07
14760,6.696868e+07
14940,6.68857e+07
15120,66802704
15300,66719256
15480,6.663576e+07
15660,66552264
15840,6.646877e+07
16020,66384736
16200,66300576
16380,66216416
16560,66132256
16740,66048096
16920,65963932
17100,65879772
17115.61,65872476
17115.99,65872296
17115.992,65872296
17116.023,65871944, 6.587227e+07, 6.587227e+07
17280,6.579566e+07
17443.887,6.571898e+07
17460,65711444
17640,65627176
17820,65542804
18000,65458396
18180,65190988
18360,64923504
18540,64655916
18720,64388324
18900,6.412058e+07
19080,6.385282e+07
19260,63585064
19440,63317304
19620,63049364
19800,62781384
19980,62513404
20160,6.224542e+07
20340,6.197744e+07
20520,6.170946e+07
20700,6.144148e+07
20880,6.11735e+07
21060,60905468
21240,6.063741e+07
21420,60369344
21600,60101284
21780,5.930602e+07
21960,58510732
22140,5.771541e+07
22320,56920084
22500,56124704
22680,55329324
22860,5.453394e+07
23040,53738556
23220,5.294311e+07
23400,52147656
23580,5.13522e+07
23760,5.055674e+07
23940,49761284
24120,48965824
24300,4.817037e+07
24480,47374908
24660,46579436
24840,45783948
25020,44988464
25200,4.419298e+07
25380,4.347876e+07
25560,4.276453e+07
25740,4.205029e+07
25920,41336044
26100,40621784
26280,39907524
26460,3.919326e+07
26640,3.8479e+07
26820,3.776472e+07
27000,3.705043e+07
27180,36336144
27360,35621856
27540,34907572
27720,34193284
27900,33478996
28080,32764708
28260,32050416
28440,3.133612e+07
28620,30621824
28800,29907528
28980,31489314
29160,33071098
29340,34652876
29520,36234656
29700,37816428
29880,39398204
30060,40979976
30240,42561748
30420,4.414351e+07
30600,45725276
30780,47307044
30960,4.888881e+07
31140,50470572
31320,52052336
31500,5.36341e+07
31680,55215864
31860,56797624
32040,58379388
32220,59961148
32400,61542908
32580,6.108917e+07
32760,60635428
32940,6.018169e+07
33120,59727948
33300,59274204
33480,5.882046e+07
33660,58366716
33840,57912976
34020,57459228
34200,57005484
34380,56551736
34560,56097988
34740,55644244
34920,55190496
35100,5.473675e+07
35280,54283004
35460,53829256
35640,5.337551e+07
35820,52921764
36000,52468016
36180,5.300959e+07
36360,5.355117e+07
36540,54092744
36720,5.463432e+07
36900,55175896
37080,5.571747e+07
37260,56259044
37440,5.680062e+07
37620,57342196
37800,5.788377e+07
37980,58425344
38160,5.896692e+07
38340,59508492
38520,60050068
38700,6.059164e+07
38880,61133216
39060,61674788
39240,62216364
39420,62757936
39600,6.329951e+07
39780,6.330644e+07
39960,6.331337e+07
40140,63320296
40320,63327224
40500,6.333415e+07
40680,6.334108e+07
40860,63348004
41040,63354932
41220,6.336186e+07
41400,63368788
41580,63375716
41760,63382644
41940,63389572
42120,63396496
42300,63403424
42480,6.341035e+07
42660,6.341728e+07
42840,6.342421e+07
43020,63431136
43200,6.343806e+07
43380,6.149458e+07
43560,59555132
43740,57615772
43920,5.567643e+07
44100,5.37371e+07
44280,5.179777e+07
44460,49858444
44640,47919116
44820,4.597979e+07
45000,4.404047e+07
45180,42101148
45360,40161828
45540,38222508
45720,3.628319e+07
45900,3.434387e+07
46080,32404558
46260,30465242
46440,28525928
46620,26586614
46800,24647302
46980,24782594
47160,2.490983e+07
47340,25036884
47520,2.51639e+07
47700,2.52909e+07
47880,25417894
48060,25544878
48240,2.567186e+07
48420,25798842
48600,25925822
48780,26052798
48960,2.617977e+07
49140,26306744
49320,26433716
49500,26560682
49680,2.668765e+07
49860,26814616
50040,2.694158e+07
50220,27068542
50400,27195504
50580,2.882808e+07
50760,30464686
50940,32101378
51120,33738092
51300,35374812
51480,37011532
51660,38648256
51840,4.028498e+07
52020,41921704
52200,4.355843e+07
52380,45195156
52560,46831884
52740,48468612
52920,5.010534e+07
53100,51742068
53280,53378796
53460,55015524
53640,56652256
53820,58288984
54000,5.992571e+07
54180,59863696
54360,59801676
54540,5.973966e+07
54720,5.967764e+07
54900,59615624
55080,5.955361e+07
55260,59491588
55440,59429572
55620,59367556
55800,5.930554e+07
55980,59243524
56160,5.918151e+07
56340,59119496
56520,5.905748e+07
56700,58995464
56880,5.893345e+07
57060,5.887143e+07
57240,58809416
57420,58747404
57600,58685388
57780,58231704
57960,5.777802e+07
58140,57324336
58320,56870652
58500,5.641697e+07
58680,5.596329e+07
58860,55509604
59040,5.505592e+07
59220,54602236
59400,54148556
59580,5.369487e+07
59760,53241188
59940,52787504
60120,52333824
60300,5.188014e+07
60480,51426456
60660,50972776
60840,50519092
61020,5.006541e+07
61200,4.961173e+07
61380,49306624
61560,49001524
61740,48696424
61920,48391324
62100,4.808622e+07
62280,4.778112e+07
62460,4.747602e+07
62640,4.717092e+07
62820,4.686582e+07
63000,46560716
63180,46255616
63360,45950516
63540,45645416
63720,45340316
63900,45035212
64080,4.473011e+07
64260,44425012
64440,4.411991e+07
64620,43814812
64800,43509708
64980,4.253673e+07
65160,41566172
65340,40595668
65520,39625176
65700,3.865469e+07
65880,37684204
66060,3.671372e+07
66240,35743236
66420,3.477275e+07
66600,3.380227e+07
66780,32831792
66960,31861312
67140,30890832
67320,29920354
67500,28949876
67680,2.79794e+07
67860,27008924
68040,26038448
68220,25067972
68400,24097496
68580,23620806
68760,23363656
68940,2.31112e+07
69120,22859572
69300,22608266
69480,22356892
69660,22105262
69840,2.185338e+07
70020,21601488
70200,21349408
70380,21097074
70560,20844486
70740,2.059189e+07
70920,2.033914e+07
71100,20086134
71280,19832874
71460,19579362
71640,19325594
71820,1.907157e+07
72000,18817294
72180,2.008401e+07
72360,20907546
72540,21720204
72720,2.253069e+07
72900,23340536
73080,24149738
73260,24958464
73440,25766764
73620,26574724
73800,27382272
73980,28189448
74160,28996254
74340,29802682
74520,3.060873e+07
74700,31414402
74880,32219698
75060,3.302463e+07
75240,33829216
75420,34633444
75600,3.543731e+07
