Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5397624e+08
33.228497,2.5463835e+08
100,2.5634486e+08
180,2.5811096e+08
300,2.5986e+08
358.64984,2.6013672e+08
360,2.6013765e+08, 2.6016982e+08
418.08374,2.5341067e+08
485.4471,2.3423878e+08
540,2.1675829e+08
600,2.0537952e+08
720,2.2221416e+08
900,2.2078331e+08
971.92377,2.1638075e+08
1000,2.1502963e+08
1080,2.1135216e+08
1260,2.0263115e+08
1440,1.9370174e+08
1620,1.8466526e+08
1800,1.755075e+08
1948.3269,1.6787978e+08
1948.3289,1.6787968e+08
1948.3479,1.6787858e+08, 1.6787845e+08, 1.6787845e+08
1948.3645,1.6787784e+08
1980,1.6624163e+08
2160,1.5690837e+08
2322.0935,1.484724e+08
2340,1.4753571e+08
2520,1.3819698e+08
2700,128832904
2880,1.1955656e+08
3060,1.102339e+08
3111.217,1.0757253e+08
3240,9.860555e+07
3420,8.569476e+07
3600,7.239664e+07
3632.1443,6.912982e+07
3780,62881184
3960,6.335043e+07
4140,6.342346e+07
4320,6.348275e+07
4500,63540696
4680,63599324
4860,63658068
5040,6.371607e+07
5220,63772696
5400,6.382821e+07
5580,63881796
5760,63933436
5940,6.398328e+07
6120,6.403043e+07
6300,6.407532e+07
6480,6.411788e+07
6660,6.415803e+07
6840,6.419583e+07
7020,6.423139e+07
7049.4,64236988
7200,6.426445e+07
7380,64290924
7560,6.431489e+07
7740,64335656
7920,6.435627e+07
8100,6.437424e+07
8280,6.439193e+07
8460,64407396
8640,64422496
8820,64436616
9000,6.444974e+07
9180,64462016
9360,6.447345e+07
9540,64483944
9720,64493516
9900,64502188
10080,64509964
10260,64517024
10440,64523404
10620,6.452901e+07
10800,6.453384e+07
10980,6.453514e+07
11160,6.45357e+07
11340,6.453531e+07
11520,64534876
11700,6.453302e+07
11880,64531012
12060,6.452901e+07
12240,6.4527e+07
12420,6.452398e+07
12600,6.452072e+07
12780,6.451746e+07
12960,6.45142e+07
13140,64509796
13320,64504936
13500,6.450007e+07
13680,6.449521e+07
13860,64490348
14040,64485484
14220,6.448062e+07
14400,6.447576e+07
14580,64359644
14760,6.424328e+07
14940,6.412659e+07
15120,6.400989e+07
15300,6.38927e+07
15480,6.377546e+07
15660,63658224
15840,63540988
16020,63423176
16200,63305228
16380,6.318728e+07
16560,63069336
16740,62951388
16920,62833444
17100,62715496
17140.814,6.268875e+07
17141.02,62688616
17141.033,6.268861e+07
17141.215,62688444, 62688464, 62688464
17280,62597588
17460,6.247958e+07
17470.59,6.247263e+07
17640,62361524
17820,62243372
18000,6.212515e+07
18180,6.185726e+07
18360,6.158929e+07
18540,61321204
18720,61053116
18900,60784864
19080,60516596
19260,60248332
19440,59980064
19620,59711604
19800,5.94431e+07
19980,59174596
20160,58906092
20340,58637588
20520,58369084
20700,58100584
20880,5.783208e+07
21060,5.756352e+07
21240,57294932
21420,57026344
21600,56757756
21780,5.596032e+07
21960,5.516286e+07
22140,5.436536e+07
22320,5.356786e+07
22500,52770304
22680,51972744
22860,5.117518e+07
23040,5.037762e+07
23220,49579996
23400,4.878235e+07
23580,4.798471e+07
23760,47187068
23940,46389428
24120,45591788
24300,44794144
24480,43996504
24660,43198844
24840,42401176
25020,41603504
25200,4.080583e+07
25380,40166108
25560,39526376
25740,3.888663e+07
25920,38246884
26100,3.760713e+07
26280,3.696737e+07
26460,36327596
26640,3.568782e+07
26820,35048044
27000,34408268
27180,33768484
27360,33128694
27540,32488904
27720,31849114
27900,31209314
28080,30569514
28260,29929714
28440,29289912
28620,28650104
28800,28010298
28980,28405848
29160,28801396
29340,29196938
29520,29592482
29700,29988018
29880,30383554
30060,3.077909e+07
30240,31174628
30420,3.157016e+07
30600,3.196569e+07
30780,32361222
30960,32756752
31140,3.315228e+07
31320,33547808
31500,33943336
31680,3.433886e+07
31860,34734388
32040,3.512991e+07
32220,35525436
32400,3.592096e+07
32580,3.562196e+07
32760,35322956
32940,3.502395e+07
33120,34724944
33300,3.442594e+07
33480,34126932
33660,3.382793e+07
33840,3.352892e+07
34020,33229912
34200,32930902
34380,32631894
34560,32332886
34740,32033878
34920,31734868
35100,31435858
35280,31136848
35460,30837838
35640,30538828
35820,30239818
36000,29940806
36180,30081292
36360,30221776
36540,3.036226e+07
36720,30502744
36900,30643228
37080,3.078371e+07
37260,30924194
37440,31064676
37620,3.120516e+07
37800,31345642
37980,31486126
38160,31626608
38340,3.176709e+07
38520,31907572
38700,32048056
38880,32188538
39060,3.232902e+07
39240,32469502
39420,32609984
39600,32750466
39780,32957664
39960,3.316486e+07
40140,33372058
40320,33579252
40500,33786452
40680,3.399365e+07
40860,34200844
41040,3.440804e+07
41220,34615236
41400,3.482243e+07
41580,35029628
41760,35236828
41940,35444024
42120,3.565122e+07
42300,35858416
42480,36065612
42660,3.627281e+07
42840,36480004
43020,3.66872e+07
43200,36894396
43305.34,35985188
43380,3.563113e+07
43415.582,3.546313e+07
43560,34801172
43740,33984236
43920,33167278
44100,32349568
44280,31531172
44460,30711902
44640,29891886
44820,2.907097e+07
45000,28249168
45180,27426498
45360,26602938
45540,25778492
45720,24953158
45900,2.412694e+07
46080,23299834
46260,22471842
46440,21642934
46620,20813112
46800,19982386
46980,20739374
47160,20883218
47340,21012224
47520,21138416
47700,2.126367e+07
47880,21388066
48060,21512276
48240,2.16363e+07
48420,21759754
48600,21882692
48780,22005442
48960,22128008
49140,2.225014e+07
49320,2.237179e+07
49500,22493254
49680,22614532
49860,22735564
50040,22856252
50220,22976678
50400,23096844
50580,23688314
50760,24224476
50940,24758916
51120,25292766
51300,2.582605e+07
51480,26358964
51660,2.689139e+07
51840,27423472
52020,27955162
52200,2.848646e+07
52380,29017378
52560,29547916
52740,30078068
52920,30607832
53100,31137214
53280,31666212
53460,32194836
53640,32723094
53820,33250976
54000,3.377848e+07
54180,33839828
54360,34146452
54540,3.445854e+07
54720,34771836
54900,35085696
55080,3.539975e+07
55260,3.571381e+07
55440,36027868
55620,3.634229e+07
55800,3.665681e+07
55980,3.697133e+07
56160,3.728585e+07
56340,3.760037e+07
56520,3.791489e+07
56700,38229404
56880,38543924
57060,3.885854e+07
57240,39173216
57420,3.948789e+07
57600,39802564
57780,4.005692e+07
57960,4.031133e+07
58140,4.05658e+07
58320,40820276
58500,41074852
58680,41329436
58860,4.158402e+07
59040,41838604
59220,4.20933e+07
59400,42348028
59580,42602756
59760,4.285748e+07
59940,4.311221e+07
60120,43366936
60300,4.362166e+07
60480,43876388
60660,44131148
60840,44385924
61020,44640704
61200,4.489548e+07
61380,44505256
61560,4.411505e+07
61740,4.372486e+07
61920,43334676
62100,42944524
62280,42554376
62460,42164228
62640,4.177408e+07
62820,41383972
63000,4.099387e+07
63180,40603772
63360,4.021367e+07
63540,39823576
63720,39433476
63900,39043376
64080,38653276
64260,38263188
64440,37873108
64620,37483024
64800,37092944
64980,36158596
65160,35336588
65340,34517052
65520,3.369801e+07
65700,32879118
65880,32060246
66060,3.124141e+07
66240,30422534
66420,29603632
66600,28784706
66780,27965748
66960,27146758
67140,2.632774e+07
67320,2.550869e+07
67500,2.468961e+07
67680,23870498
67860,23051348
68040,22232158
68220,21412932
68400,20593668
68459.266,20430612
68580,20340648
68760,20326038
68940,2.031266e+07
69120,20299224
69300,20285404
69480,20270982
69618.3,2.025975e+07
69618.39,20260216, 20259796, 20259796
69660,20256252
69840,2.024077e+07
70020,2.022483e+07
70200,2.020839e+07
70380,20191474
70560,20173954
70740,20155974
70920,2.013752e+07
71100,2.011846e+07
71280,20098794
71460,20078524
71640,20057646
71820,20036188
72000,20014128
72180,2.125059e+07
72360,21705188
72540,22139964
72720,22570284
72900,22998832
73080,23425614
73260,23850912
73440,24274822
73620,24697508
73800,25118824
73980,25538854
74160,25957594
74340,26375032
74520,26791158
74700,27205984
74880,27619512
75060,2.803176e+07
75240,28442764
75420,28852494
75600,29260954
75780,29205698
75960,2.960606e+07
76140,30017238
76320,30430342
76500,30843892
76680,31257878
76860,31671862
77040,32085848
77220,32500158
77400,32914746
77580,33329334
77760,3.374392e+07
77940,34158508
78120,34573096
78300,34987684
78480,3.540227e+07
78660,35816932
78840,36231708
79020,3.664649e+07
79200,37061268
79380,3.764053e+07
79560,38219852
79740,38799264
79920,3.937868e+07
80100,39958228
80280,40537784
80460,41117344
80640,41696904
80820,42276616
81000,42856364
81180,4.343611e+07
81360,4.401586e+07
81540,4.459561e+07
81720,45175356
81900,45755104
82080,46334852
82260,46914644
82440,4.749446e+07
82620,48074276
82800,48654092
82980,4.914012e+07
83160,4.962617e+07
83340,5.011225e+07
83520,5.059833e+07
83700,51084456
83880,51570584
84060,5.205671e+07
84240,52542844
84420,53029024
84600,5.351522e+07
84780,54001416
