Time|s,control_Room.Energy_Excess
0,2.5368539e+08
10,2.5398342e+08
33.228497,2.546622e+08
100,2.5641666e+08
180,2.5824018e+08
300,2.6007536e+08
358.64984,2.6039419e+08
360,2.6039608e+08, 2.6042826e+08
418.08374,2.537108e+08
485.4471,2.3458728e+08
540,2.1714594e+08
600,2.0581024e+08
720,2.2273102e+08
900,2.214294e+08
971.92377,2.1707846e+08
1000,2.157475e+08
1080,2.1212746e+08
1260,2.0353566e+08
1440,1.9473547e+08
1620,1.8582821e+08
1800,1.7679966e+08
1948.3271,1.6927842e+08
1948.3291,1.6927832e+08
1948.3481,1.6927723e+08, 1.6927714e+08, 1.6927714e+08
1948.3646,1.6927651e+08
1980,1.67663e+08
2160,1.5845896e+08
2322.0935,1.5013936e+08
2340,1.4921554e+08
2520,1.4000602e+08
2700,1.3077116e+08
2880,121624024
3060,112430584
3111.217,109805976
3240,1.0093145e+08
3420,8.814987e+07
3600,7.498098e+07
3632.1443,7.17151e+07
3780,6.547082e+07
3960,65945364
4140,66023696
4320,6.608829e+07
4500,66151536
4680,6.621546e+07
4860,66279508
5040,66342816
5220,6.640474e+07
5400,6.646555e+07
5580,6.652444e+07
5760,66581384
5940,6.663653e+07
6120,66688984
6300,66739172
6480,6.678703e+07
6660,6.683249e+07
6840,66875588
7020,66916452
7049.4,6.692291e+07
7200,6.695481e+07
7380,6.698759e+07
7560,6.701786e+07
7740,6.704494e+07
7920,6.707186e+07
8100,67096136
8280,67120136
8460,6.714191e+07
8640,6.716331e+07
8820,6.718374e+07
9000,67203176
9180,6.722176e+07
9360,67239496
9540,6.72563e+07
9720,6.727218e+07
9900,6.728716e+07
10080,6.730124e+07
10260,6.731461e+07
10440,6.73273e+07
10620,6.733921e+07
10800,67350344
10980,6.735836e+07
11160,6.736564e+07
11340,6.737196e+07
11520,6.737824e+07
11700,6.73831e+07
11880,6.738781e+07
12060,6.739252e+07
12240,67397224
12420,6.740092e+07
12600,67404376
12780,6.740783e+07
12960,6.741129e+07
13140,6.74136e+07
13320,6.741545e+07
13500,67417304
13680,6.741915e+07
13860,6.742101e+07
14040,67422856
14220,6.742471e+07
14400,6.742656e+07
14580,6.738193e+07
14760,6.733704e+07
14940,6.729183e+07
15120,6.724661e+07
15300,67200904
15480,67155144
15660,6.710939e+07
15840,6.706363e+07
16020,6.70173e+07
16200,66970836
